probe	GSM65752	GSM65753	GSM65754	GSM65755	GSM65756	GSM65757	GSM65758	GSM65760	GSM65761	GSM65762	GSM65763	GSM65764	GSM65765	GSM65766	GSM65767	GSM65768	GSM65769	GSM65770	GSM65771	GSM65772	GSM65773	GSM65774	GSM65775	GSM65776	GSM65779	GSM65780	GSM65781	GSM65782	GSM65783	GSM65784	GSM65785	GSM65786	GSM65787	GSM65788	GSM65789	GSM65790	GSM65791	GSM65792	GSM65793	GSM65794	GSM65795	GSM65796	GSM65797	GSM65798	GSM65799	GSM65800	GSM65801	GSM65802	GSM65803	GSM65804	GSM65805	GSM65806	GSM65807	GSM65808	GSM65810	GSM65811	GSM65812	GSM65813	GSM65814	GSM65815	GSM65816	GSM65817	GSM65818	GSM65819	GSM65820	GSM65821	GSM65822	GSM65823	GSM65824	GSM65825	GSM65826	GSM65827	GSM65828	GSM65829	GSM65830	GSM65831	GSM65832	GSM65833	GSM65834	GSM65835	GSM65836	GSM65837	GSM65838	GSM65839	GSM65840	GSM65841	GSM65842	GSM65843	GSM65844	GSM65845	GSM65846	GSM65847	GSM65848	GSM65849	GSM65850	GSM65851	GSM65852	GSM65853	GSM65854	GSM65855	GSM65856	GSM65857	GSM65858	GSM65859	GSM65860	GSM65861	GSM65862	GSM65863	GSM65864	GSM65865	GSM65866	GSM65867	GSM65868	GSM65869	GSM65870	GSM65871	GSM65872	GSM65873	GSM65874	GSM65875	GSM65876	GSM65877	GSM65878	GSM65879	GSM65880
210338_s_at	10.87269396	10.53637686	8.750204613	10.97152535	6.764308577	9.18818479	10.88767525	9.662554665	8.931713503	11.15024828	10.71078008	11.6941779	4.751834632	9.249759342	9.870692184	12.22426206	12.29499704	12.14198365	8.66636546	11.41787419	12.13751358	12.40724202	12.20801648	12.01736524	9.439076414	9.118437736	11.54333169	11.31771174	8.2882461	11.34520988	11.71590399	12.19290842	11.45322899	9.654042459	9.5518182	11.33781568	8.412024775	11.73578306	9.373845747	8.716621591	12.37858412	9.851184411	11.08154572	11.28096392	10.10672827	11.68253123	11.95544842	8.351298884	9.504725785	9.962064094	10.20532722	9.984785511	11.3901363	9.598079299	9.231854346	10.09328056	10.81696556	9.378434729	11.36768771	10.75382443	9.670453814	11.4873741	12.07417829	11.58982753	13.26845603	12.59482913	13.24049504	12.49118797	12.42605341	13.28738495	12.40686785	12.49556598	12.39676655	12.74361941	11.95441297	10.43754556	12.85886215	12.50530322	13.61880272	13.14773068	12.61214525	12.5073015	12.85724765	12.53609782	12.58632689	13.60498632	12.67770869	13.06705493	13.23144116	13.34287305	13.21494854	12.97205692	12.64254553	12.2210113	13.22307101	12.71967287	13.37237185	12.62757472	13.11439253	12.31647975	12.92866476	12.93475894	12.90943649	13.06955083	12.16412713	12.29774374	12.6207001	12.94564386	11.86548273	11.63154884	11.48525798	12.61247333	12.57233499	13.24563074	13.49680117	11.93316108	12.82738467	13.01343294	11.98848692	13.04867292	12.10970723	11.84399597	12.86298144	12.1964468	12.51884842
210479_s_at	2.016015757	2.151818677	3.638731143	2.032647236	2.172029049	2.555080065	7.251643601	2.427881359	2.463850929	4.515602184	3.797535844	2.059493906	3.894022928	5.772108183	3.639979036	2.873327455	4.149078294	2.285715713	6.041058494	5.236565159	1.954046127	2.619837323	3.473840791	2.032580818	2.53550595	3.358536864	2.127365887	2.514071576	4.362338852	3.505928874	5.435353239	2.115333478	2.58753612	4.968705852	5.303923971	3.1151035	2.217637667	2.920944016	7.171467258	4.061305543	2.19179927	4.071080171	5.283358943	6.439340329	6.866334245	5.069193841	4.224837613	2.287206918	6.817866738	6.007972306	5.829155055	5.174068268	2.983399147	3.407613898	3.416018262	4.63923137	2.697042392	3.783830864	4.073643652	3.213695571	2.914492259	2.808253408	2.354947494	2.152501877	2.221147598	2.053972713	2.130026405	2.056689016	2.031206996	2.154381996	2.031612643	2.077991368	2.22060082	2.260340017	2.019432625	2.124761328	1.972479875	2.179916581	1.989726515	2.036445222	2.17337076	2.085782613	2.41092268	2.149133011	2.060545251	2.122148642	2.169035456	2.063291375	2.182932151	2.167262854	2.069273235	2.039665509	1.979590835	2.19698094	2.13126474	2.14447592	2.140526589	2.112533142	2.072036248	2.054396003	2.037371344	2.078917176	2.032500079	2.022142097	2.075079236	2.125815219	2.120711765	2.113869535	2.03776639	2.1060613	2.197942554	2.044178065	2.070222108	2.133533577	2.018061958	2.143710181	2.069854923	2.12318005	2.113594776	2.124625097	2.323888328	2.059300015	2.1081301	2.183647574	2.145868947
210511_s_at	9.741631735	10.82350229	9.908211335	8.301090498	10.28882507	10.7524898	10.00457155	9.327139635	6.473348012	11.39379903	11.01565988	10.82363942	10.76122173	11.00963177	10.00551255	10.97500745	10.07032168	10.47977138	11.52036237	9.013391215	7.928987166	9.023810429	10.62690116	9.275415639	10.93413519	9.690945982	9.394849679	10.13817824	9.677349117	8.25490526	10.7002046	10.10985964	11.00252748	10.76581092	9.466662886	11.23302253	11.04437106	7.745108035	10.25692704	8.54227742	8.451640828	10.77239197	11.2788243	10.45934561	9.709730219	10.95120944	10.30866028	7.746865532	11.83684317	10.47530245	11.42527842	9.306523427	11.38358663	11.36853932	10.7382113	9.567693942	10.79477919	10.41860289	10.62214206	10.08983844	9.989475575	10.75494321	10.46086918	8.978979969	6.680922383	8.410240534	8.133112882	7.418499154	4.655271495	7.327577478	9.002623128	10.4594087	9.532621111	8.723033875	8.063434426	8.387012517	9.692111625	8.757404815	7.456888355	7.437569172	8.614741442	10.20156975	9.165914302	10.28692184	10.91174577	7.39348057	8.310073078	9.503414364	8.644983054	7.674791704	10.54626076	9.719205009	8.923689128	8.665161644	6.914085926	8.069050395	3.737681075	10.90897335	8.34668312	7.371033242	7.738808479	9.948586467	9.358305942	10.49861414	8.985792841	10.52166464	8.080263593	9.454840568	7.715730207	3.86898124	8.386165602	9.817803895	8.679993043	9.692951104	9.477214672	7.751580472	9.927906033	9.911916821	4.962221395	4.822875308	6.481827294	9.722021127	10.24874928	9.567060148	9.456544415
210639_s_at	7.352001878	3.550193302	3.539778664	3.579261408	3.325459873	3.031930983	3.63690379	4.034300637	3.362243235	5.537034366	3.289318801	5.06506172	3.618656481	2.763232395	3.425964556	6.425920164	6.641109692	5.324817233	3.527228018	7.662436179	3.875219728	3.91690817	5.887342305	5.507126365	3.39968931	3.575799474	3.921842333	4.512122269	3.373823495	4.042439613	3.536172822	4.066623019	4.503408267	3.829451023	3.275822866	5.675636964	3.60890343	7.724541342	2.901487607	3.48322271	6.007347578	4.320270086	4.027984034	4.675354623	3.648752851	4.51336391	4.879960528	3.936825215	3.622543588	4.022578895	6.159302427	9.30013803	3.778069305	3.515451238	3.964309312	3.800317165	4.853368301	3.965089951	3.751625224	3.75370585	4.006363573	4.842568644	5.231231932	5.602343518	6.336039004	5.848106539	6.339495262	5.511771157	6.367665848	7.228542681	3.92914653	3.991446485	6.631415665	6.595760545	5.712394325	3.21859484	4.465074956	8.460516533	5.751911011	6.178334445	5.790844788	6.207299152	11.17851043	7.40479891	5.553926416	9.163835384	7.601839835	8.285430404	5.699149856	6.27084819	6.080940564	5.112832795	6.668042768	5.881199969	6.640028439	7.701098447	8.27186977	5.250758418	5.854165491	7.022523368	6.304626129	6.986694215	6.496818898	7.006329596	4.505520457	6.068126477	6.790893551	7.840631536	5.178059562	5.688179323	4.841411967	5.777248227	5.315313815	6.822118568	7.013736485	5.848892429	6.659167599	6.149178003	5.498067255	5.992545307	5.960361475	5.085119087	6.306137291	4.282542645	7.571457207
210764_s_at	9.733163303	9.313910967	9.445432504	9.944556329	8.714151237	9.361764986	11.19141005	9.335531032	8.632742443	10.1658933	11.41866843	11.10169775	9.847528314	11.51257734	9.452113796	8.911691287	10.42592796	12.33236047	11.28169093	9.42094496	11.97172671	8.487184827	10.72976443	12.59118754	9.859456918	11.51840012	8.99070417	10.48920118	12.08765882	8.818788739	10.4521793	8.385604445	10.91586257	11.08135428	12.55107161	10.97745497	10.01245006	8.763814116	12.03242807	9.415405936	8.793483597	11.07085157	10.20648136	10.30520863	11.01411907	10.83081516	10.22470897	7.968383285	11.3539817	11.23492682	11.52881275	8.782899948	12.86759505	10.86233073	10.49160231	10.93723553	10.09699688	9.419334092	10.37242667	9.456907973	9.397731451	7.74182249	10.33834273	8.233231238	5.17165673	9.544760697	9.583110469	6.407368031	8.252756829	8.143153149	7.354719613	7.499419403	5.955279047	7.911826804	8.286312365	5.675742294	7.315299943	7.641827905	6.451051394	9.478562805	9.217562691	5.457238114	7.778164217	8.33826421	7.538500984	9.033951526	6.459363755	8.341902635	6.392308156	8.566130391	8.273926061	8.300609529	10.27230493	8.068568858	5.901935859	5.915268583	3.526763103	8.954004969	9.394497661	9.619422879	7.209012821	8.485643457	7.945457792	11.46237036	8.987654607	9.446839465	10.39520372	9.71972305	5.175203564	12.13705091	8.826144973	9.595136211	6.185676068	7.470026584	6.789825654	6.779381712	9.653785764	10.49446993	6.512955517	3.416820219	8.857280015	8.897793771	10.16562224	10.89446962	10.47072799
210791_s_at	6.708232873	8.346103664	7.053391224	7.932530322	7.932235592	7.634026473	7.139607195	6.62725954	6.013289651	6.521061615	8.365991428	7.822973227	9.554049241	7.399060624	7.616348911	8.415257184	7.325703192	7.341212282	8.965190195	6.943657712	5.876144797	8.420408409	6.593297698	6.075624467	8.568564214	8.014843248	8.31914124	8.022273069	8.007179812	8.673230469	8.498026186	7.752242081	8.804618015	8.359482879	6.688322174	5.261683651	7.780218809	5.489402042	8.231000157	5.980232203	6.674164048	8.428242664	7.387411174	8.259663633	8.498204007	7.778119491	8.512410785	4.554431295	8.228318631	6.028319909	6.543055703	6.70247784	7.359049931	7.662318092	7.4434264	6.568827144	8.702370531	7.261876541	6.666285688	8.610476919	6.794691052	6.661907435	7.294887862	6.599863807	6.938699729	3.97575052	6.017341459	5.983686302	5.629934393	6.083459615	6.296313232	5.960112981	6.115850605	4.166049733	6.084913558	6.01315076	7.272034308	3.841945484	7.050341131	6.46294337	5.734896703	4.717709067	2.79345441	6.671337123	5.820121139	3.337700019	3.681704502	4.03019286	6.054668835	6.064769786	6.860426631	6.286691758	6.654782864	6.099793227	3.17549944	5.950450739	4.148857859	6.431828864	4.938482395	5.937886587	4.242406998	5.706511302	6.751032834	5.563373372	7.117484327	5.580893641	6.9336842	2.818111921	5.270451627	4.002262105	4.912587442	5.917686715	4.751292018	5.824137942	5.330322927	5.294498296	6.415285781	4.827194224	4.315921783	5.087202818	2.795212962	6.358142227	4.074090961	3.210076615	7.552926753
210983_s_at	9.807579506	6.768240716	6.607492854	7.958294597	7.735808964	7.002552623	5.82894317	6.513556785	5.960669457	5.861279981	6.402690263	6.243382964	5.971513213	5.358130788	5.138579191	8.746417807	7.037656832	7.107308863	4.913790526	7.072075232	7.228345959	7.525112146	7.635953643	6.863352285	6.784285609	6.17591395	5.841616968	6.439216763	6.009795944	7.489405388	4.897106354	5.548783546	5.931328343	6.501690383	6.239392107	6.603854841	4.593254548	8.800780275	6.882473201	6.227765851	8.623026942	5.877752646	5.749742666	5.38444529	5.758574233	6.195183079	7.751381506	9.498159489	5.930046313	9.469072041	7.517101621	7.772232218	6.215384529	5.749715263	5.429525448	7.878426885	7.275183566	7.805876364	5.645332375	5.990065518	10.81594321	6.223571574	7.499015148	7.257281059	8.081897913	8.46178578	9.12047958	8.823026869	7.578818069	9.454043987	9.269403003	8.242410129	7.899017538	8.122118427	7.283022911	8.712961761	7.376697958	8.508076881	8.618508103	8.605261097	8.270819679	9.224508164	9.25597851	9.289124026	7.117350305	8.552082192	9.979006893	9.967026433	8.337505007	9.201790198	9.717337806	8.233580808	7.189133811	7.931069439	9.210461889	7.269885014	10.44811892	7.45762203	9.159645513	7.919935783	7.903429957	8.961143839	6.884877757	7.628621349	8.05661012	8.334594407	8.192702573	8.499937869	7.077632791	7.945481546	9.455401812	7.271648704	7.430262704	8.722740328	8.766824908	6.711102083	7.343544506	7.822445632	6.519105728	7.211653844	6.142294186	7.210393051	10.20775207	8.82685674	9.664247512
210988_s_at	5.699019331	4.607177489	3.662187713	4.362090054	2.396630553	3.655533257	3.800963636	3.69349977	3.707450945	6.262481612	4.275134087	3.958340388	3.706062228	3.674455611	4.730628544	4.64759258	4.868827803	5.479332494	4.574060058	5.182171891	5.803540601	5.730684161	4.585130404	6.586058735	4.603265088	5.25954477	6.380508026	6.057552768	3.734905772	5.517985062	5.175041728	6.507342438	5.118330133	4.577135784	4.284290402	5.29400979	4.982371862	5.335292032	4.626512564	3.666874507	4.68308384	4.478437437	4.674036965	4.954079033	5.574515057	4.357378509	5.556879186	5.473328228	2.819515639	4.686263261	3.649171289	4.700528247	4.915262088	3.687947149	4.594265134	4.489364236	5.466084148	4.045942162	3.741764023	3.770319365	4.320523286	4.809850972	4.678406399	4.862147892	8.371469891	7.023572954	6.865323222	5.217121203	5.787491887	6.516756964	6.195686525	5.339127571	5.162580257	6.478869851	5.319985309	6.573326331	7.454864713	5.367711614	7.79173876	6.539876558	5.36528723	7.670724065	5.66816163	6.019951162	5.532649513	7.1682795	7.280653795	5.777844013	6.961227094	7.243817785	4.95243737	7.76751555	7.746222287	6.302040264	6.575678812	6.205439768	7.534540929	7.530101272	6.657671	6.931854008	5.636772602	7.899264174	6.180542121	5.205165184	8.125132137	4.788448615	7.260918276	6.117242428	6.654841105	4.771625155	4.78942718	7.333875925	7.962232455	6.647146579	6.389901355	5.826192613	5.966842497	6.644362068	5.835378602	7.338979258	4.730376997	6.12195194	6.474431846	5.536584561	5.009987117
211000_s_at	3.715986068	6.439398805	8.211935073	5.762600044	5.955484388	5.638074305	9.113589823	5.834136635	8.137634097	6.152391438	5.624842135	5.096144633	7.679316163	7.961603715	6.179318468	4.88072805	8.068102174	6.945262589	8.994111967	4.924556896	4.351916707	9.190439324	6.032765902	5.370893042	5.81107156	8.055590179	7.400175634	8.660521454	6.61289329	7.688127428	5.908907147	10.90745838	8.042053569	9.208348509	7.764998965	4.401098219	7.836017662	6.395691498	9.181821411	6.760396328	7.390147389	9.016121317	10.28795541	11.01721219	11.06091131	7.854462107	11.0935998	5.768377148	9.111102844	7.722165001	5.762400394	4.554789002	5.249644583	10.30731668	9.166791672	9.235751024	6.210555761	5.768791014	8.79452253	8.635537723	4.447268177	5.729086986	7.319214777	4.702542226	5.654653031	5.710497088	5.748944838	5.252265439	3.925258195	3.490678974	3.399275785	7.22822413	4.499312836	5.491998846	4.182532397	3.437206519	6.495849303	3.506182453	8.3151901	3.434278779	4.384323573	7.327243683	3.454828732	3.458218684	6.606304494	3.895080691	3.465364209	3.576511174	7.128878681	3.604745594	3.569391508	7.616838622	7.715568047	5.651689916	3.436371529	6.72051546	4.407266254	5.854719474	5.734040269	3.550489096	7.204984636	6.620693534	6.609626136	3.771022957	6.030617276	3.475870983	9.039259935	3.580387485	5.128349658	4.53535618	3.629539731	7.554731516	7.61656661	4.663870498	3.392386684	5.395149522	6.365391263	7.390988207	4.607926426	7.155362628	3.496089127	5.71494882	3.431836409	3.614850664	4.025646491
211450_s_at	6.784203589	3.370263058	2.601433386	5.162828149	3.64625021	4.156115974	3.196589778	3.939203471	3.273976773	4.471484351	3.818153211	5.125156283	2.583190064	3.315049267	3.540170796	6.624079579	5.626419319	5.219157377	3.451310034	4.32882489	4.230654684	6.929667779	6.205384185	5.519158684	4.303597824	3.324539949	4.693149944	5.203991776	2.863927271	5.247060042	4.370982412	5.321160652	4.376396923	4.237509688	3.339107464	4.062945284	3.294540235	9.020729737	3.780985073	3.219481061	6.147757961	4.30351066	4.373908082	5.266175738	3.962020879	4.892878261	5.340679097	7.26609371	3.903109836	4.457559748	5.053620877	4.401407593	3.936068606	3.128342037	3.055854697	4.458977506	3.825834183	3.686806823	3.918780972	4.311258335	6.568919538	4.881311876	5.954537547	6.077682008	6.240272918	5.271670225	5.738959637	5.758857492	6.40615235	6.989913637	5.177457256	5.932811245	6.515138811	6.002530591	5.506654418	4.150445166	5.472528605	5.079893546	7.736955932	7.321972971	5.883043832	5.365455894	5.389917764	6.630223858	5.265753364	7.431855603	7.953767832	6.970936362	5.023610742	6.845151538	6.685882932	6.643848725	5.762715068	5.16206481	6.865682119	6.706600535	9.160779462	5.287965013	6.702237159	6.353338295	6.994912596	7.612259663	6.071005554	5.863462568	5.982023253	5.397932455	6.614026027	5.76661994	4.170052851	5.377503646	5.47547615	5.566674681	6.898819219	7.645449072	6.478913454	5.209913893	5.793980878	5.86379916	5.247720664	5.710189989	3.849303426	5.012890241	5.981688764	5.500791919	5.684930054
211574_s_at	6.180481619	6.390023252	6.257189897	7.394751718	6.4614259	9.528337385	6.837170521	7.143609276	5.905507811	9.135436655	6.485512053	7.38305871	7.47503374	6.567919973	5.730506747	9.160242252	8.470918599	8.394214473	7.94708739	6.711934479	7.501670145	8.479672632	8.973526455	6.987427837	7.457459221	7.158704928	9.333671235	8.795348195	6.677286805	10.24070618	8.520127846	8.78480501	7.855467315	7.709441664	7.321956281	7.954796958	6.993807624	8.108941592	7.230186467	7.936341126	8.541566936	8.130821762	9.086827617	8.22307347	8.23708949	7.257143121	9.030862954	4.954630452	4.073546729	7.141086298	7.074043858	6.12156867	7.465880797	6.266293745	7.845471586	7.427326559	7.619894571	7.144844792	6.468855065	7.274806129	5.913531107	8.668398253	8.909610315	7.327899513	9.916892979	8.285113718	9.081067077	9.477337558	8.935119811	9.969619217	8.110510259	7.2112508	8.52040456	9.490543866	9.513676216	6.282660944	9.332045366	8.809086339	9.765318027	8.958802432	8.67074285	7.358122563	8.998238554	7.431100691	7.7378781	10.01862074	8.301143517	9.440121812	10.44927638	9.94170614	9.791392154	10.21464623	10.24931785	9.139420239	6.989770356	10.75780418	8.682323845	9.276751318	9.246381813	9.357406403	9.971827613	10.11451003	9.764486545	8.442900679	9.713656892	8.433069036	10.23212272	8.035710934	9.439267151	7.860484509	9.98922654	9.90239084	9.381614631	9.223308689	8.709658983	9.192719137	10.10974106	9.987889511	8.643643316	11.01443973	7.003011213	9.465377845	8.095317815	6.401904259	8.620250023
211681_s_at	3.714808718	3.06185734	3.943913124	4.241521675	3.126761697	4.072380424	2.810120144	4.074975318	2.556338678	4.757823562	3.476920012	4.493153187	3.314623167	2.747941688	5.244381757	4.055493959	3.545979449	5.217292135	5.130780865	3.701246575	4.279764225	6.594102251	5.208791849	3.849319011	3.300617088	2.727841562	5.160098767	4.755457058	2.769164796	5.732073936	4.750540233	6.415825062	6.402369989	5.097693679	2.614805046	3.178282624	2.902951171	5.655674068	4.361416663	2.875393886	5.242638155	4.288484955	6.52781878	3.306879234	4.477204261	5.227111325	5.210578332	2.745526366	5.470787698	5.220584983	5.169107698	2.868175031	5.215521896	4.683486982	3.365131156	4.471010563	4.255813764	4.591186296	6.261787512	3.575000115	3.302580029	5.233462011	6.979490126	3.646368201	9.067251942	5.169021137	5.521339978	7.824495622	6.360948963	7.538610766	4.678997004	4.830771636	5.273517462	7.172741703	5.288069905	3.281891076	7.465923841	5.786413222	5.902720491	6.967048398	6.819251203	5.222714399	6.784509356	5.215911752	6.612987634	7.24782307	7.704138735	6.613707742	6.124134723	7.508280159	5.220482584	6.146705822	7.374914941	5.23776263	7.290421719	5.21047144	5.207564557	6.331853473	7.129784559	5.164412717	8.044968607	5.569555428	5.768330721	7.371200428	6.625585278	6.613086352	10.16464154	5.94532972	5.158636479	5.86323872	4.432935435	5.110909716	9.15731237	7.012824166	5.065171811	5.627787238	5.399015233	6.11176647	5.203270743	3.275785147	5.0999635	4.157716911	7.1723687	6.097957566	5.232712855
211696_x_at	4.216863036	3.801645086	5.143411261	3.671810836	3.465305858	4.574027429	4.274706188	4.1424555	9.607774269	7.256073655	8.55880088	7.041003333	3.014937973	7.792649841	3.197798463	4.407114042	6.613460913	8.034240209	7.928518464	4.855514982	8.535582589	5.101026745	8.923619015	8.84277109	7.799506565	5.437685469	3.091602287	7.305009766	8.709352994	6.877363125	4.262199765	5.611064016	7.811997093	5.224930145	8.930390054	8.986416965	5.69774001	4.166120482	5.220370912	5.503807575	7.426440083	5.513913717	4.127106739	6.845174936	6.729880679	7.796392863	5.581362349	2.966645118	6.555735868	4.079588677	3.483468409	7.983424884	7.521638636	6.663201414	6.185905313	3.226867023	3.71746022	6.92072294	4.808083283	4.095551926	2.990599842	8.202556981	9.836727054	4.515784269	7.54767292	6.412278819	13.79720301	9.691458216	9.05246401	5.246766979	9.13674131	7.213319611	4.19401374	5.487984852	10.67367939	3.701575091	7.164688926	5.322405643	12.08620524	9.9567421	10.74260095	7.459129015	5.251836183	5.92462965	6.750733297	6.143572659	6.960574781	8.215894524	7.106344894	6.714828182	6.718941415	8.203424855	10.55800435	8.862964207	7.012756627	7.211182786	5.990415437	8.734809715	10.29299485	10.85376891	10.28502911	5.716047713	9.885928218	9.907252695	8.152738417	6.699173077	8.199284332	7.809552986	10.05669014	13.3767787	6.610599601	9.847668113	7.384254873	4.138733201	9.980827692	8.67867385	8.117336335	7.162621922	8.040097009	9.51971653	8.988097884	6.596605615	6.932432618	8.38778857	9.623578775
211708_s_at	1.605308004	1.436174875	1.440583237	1.495026909	1.54820869	4.76898116	1.640306127	1.657282509	1.516736296	7.061283376	1.463428294	1.397156658	1.516785485	1.471000799	1.69359567	7.648142114	2.581838118	3.816883778	1.578682497	1.626615834	1.729608366	1.589361672	1.615794982	1.736518027	1.433062777	1.457685456	1.627235757	1.565836622	1.488660241	4.780024436	1.423782071	2.732023181	5.558457734	1.415371514	1.569380861	1.465673779	1.589493724	1.463985305	2.089258215	2.335362729	1.674014397	1.451250179	3.248839668	2.926666236	1.630769618	1.578320726	2.315329305	1.453133694	1.518626343	1.649640613	1.625938136	1.760730924	1.525789222	4.567573928	1.591539938	3.237596896	1.611521375	1.906561553	1.875402772	1.463854752	1.649291711	1.703011855	4.375852828	2.105261662	6.242252533	3.327152342	6.923827619	4.54171673	8.456119427	6.739942243	1.79484683	1.471889485	2.185698091	1.959139071	3.788140932	1.893523105	1.544553854	5.144565331	6.296409268	4.400933983	4.77418614	1.497478366	7.997183962	7.117284143	2.11016058	2.394957429	1.532897207	8.398343526	3.171595767	5.952445535	4.499033655	2.867606094	1.414460643	1.576207029	1.891106764	1.901208784	1.635323014	1.912403263	6.580993636	2.356999411	6.190310616	5.383283492	5.755767302	1.607047687	1.904630497	6.942096971	9.511324351	1.643636994	1.969589696	9.133955633	1.581199299	1.494977943	8.05888829	8.341949455	7.967169363	1.911262725	3.057246627	1.92037066	1.486525243	5.639351722	8.648746422	1.865247471	2.918199357	1.759414965	6.447721115
211922_s_at	5.764020718	6.88203348	6.182568859	6.669355118	5.575139643	4.203219591	6.671582616	5.399062978	5.153998883	7.553307892	7.522527163	7.275580834	5.172300359	7.317403929	5.755301509	6.814709846	7.801771226	8.867480939	7.254396535	6.47389724	7.392815166	5.105447913	7.33950115	7.571608308	6.854401507	6.749053811	6.439255484	7.018799499	6.800723795	8.507373757	7.391764575	6.536303222	7.662726662	6.816391778	7.060937509	7.24286917	6.279887455	6.894079136	7.304769369	5.108625433	7.176910928	6.709915856	6.699875093	5.968468496	8.179272162	7.221524901	7.134921398	5.120865449	5.91262818	7.344927005	7.948181279	6.480755412	6.438122279	6.720331898	6.239139307	6.384371009	6.579935208	6.057252723	5.780267117	5.94665242	6.406839329	7.340860405	7.627071159	6.911201827	8.714009118	8.594663103	7.444212623	7.326458012	9.494557901	7.385278941	6.755940759	7.738212107	7.605817288	7.417787289	8.420185691	5.223424761	8.602940015	7.55438881	9.535656048	8.705941833	7.691947102	8.556153613	7.790786073	7.631285415	8.565147711	7.592420699	8.127345365	7.67878721	8.245805757	9.005603563	7.51829305	8.530398771	8.988329558	7.893623524	9.187135084	7.710164955	7.147970655	8.524724377	9.447748862	9.480423331	8.112477095	7.473360556	9.667324137	8.788856094	7.838064564	7.476257167	8.813715724	9.645002761	8.19144413	11.26488702	6.14210162	8.998686837	6.333238929	8.281766099	8.681599532	8.707310365	7.869900976	8.351713192	8.559332486	7.450556481	10.39560797	7.885915524	8.693706744	8.283733313	8.019105511
211944_at	9.759282647	9.12934833	8.828278279	9.604915706	9.200711431	9.045345453	9.091941051	8.690922596	8.337538843	8.97509389	8.30378545	8.460092654	8.972925656	8.577718331	7.818114627	8.768671218	9.08311766	8.163673542	9.534746663	8.992842222	7.873850446	8.224042742	8.694958843	7.88909932	9.119096867	8.829326296	8.031235953	8.785025634	8.603682159	9.096736249	8.334493095	8.592714522	8.011547851	9.587088929	8.68541986	8.607342358	9.283080815	8.409318387	9.44935671	9.449525133	8.756958213	8.864606701	8.299625864	8.562081906	8.52163519	8.322572972	8.094581917	9.601808299	9.331864393	8.799865969	9.357335476	9.43277023	8.034709128	8.128939826	9.341762571	8.720060295	8.277134969	9.013934479	8.334842569	7.749839702	9.961166608	8.636162103	8.445595272	9.088891989	7.403790187	7.550007829	6.646659926	5.638762405	6.636980749	6.797543639	5.95232142	8.939486162	7.157697408	4.324362725	6.812718086	8.128939826	8.439981675	5.497300197	6.924439255	7.936214758	6.202267344	7.342609011	6.839327895	6.99068234	8.062072512	7.503935354	8.685569937	6.838983113	6.611901116	7.600595634	7.7854899	8.174417048	7.982642067	7.570310111	7.257093735	6.478945772	5.978296553	6.527738906	5.758141745	7.633733828	5.971565486	8.077401627	5.175149758	4.734273749	7.246446873	6.369474847	5.348502449	7.001382751	7.474602787	6.859364688	9.036621025	7.226339702	8.066690184	6.559120857	7.315774469	5.472134161	6.859929274	7.887840346	5.739553339	4.984144783	6.176047902	6.901039369	6.400070173	6.780949677	5.82860053
211947_s_at	9.848334394	8.561890875	9.312268897	10.11916333	8.939878007	9.534684925	9.515076245	9.369353809	8.460502528	9.851307448	6.741371581	7.225607649	9.679835232	9.31457427	8.216005585	9.191596329	9.335495447	7.951116238	10.08764712	9.258640776	5.776188119	8.37176292	9.262698733	6.123238632	9.526651452	9.358149261	7.234497563	9.0023437	9.557304114	9.597044697	9.00113017	8.74983447	8.813134448	10.3096888	9.017961176	7.687140613	8.638183688	8.885919348	10.2682082	10.54321549	9.627903104	9.274262422	9.611624083	9.789367217	9.467310589	8.690992439	7.918109624	10.37560119	10.12250655	9.80779505	10.40489196	9.524758151	7.960207472	8.605811315	9.024636857	9.133229097	9.014482202	8.886395486	8.477029964	8.887224737	10.37844339	7.48787721	9.017023263	9.210589597	3.237040411	3.327284715	3.053820902	3.039311962	2.914749751	3.235097838	2.888492755	3.544387708	3.134160749	3.130956922	2.862769196	3.130370705	2.857736004	3.104068846	2.858259702	3.020885732	3.134764059	3.072490827	3.358032824	3.086425555	3.381857831	3.162100935	5.982075564	3.020893864	3.181054525	3.268029099	4.715595444	3.555561464	3.094702914	3.187668663	3.03912838	3.055362374	3.06019871	3.074894129	3.003840047	2.910512498	2.972451014	4.131047321	2.895062477	2.943419752	3.021507594	3.085071547	3.132522202	2.968450755	2.965870803	3.067714143	3.329813398	2.887499685	3.235715012	3.073761192	2.907509707	3.112538404	2.99546955	4.082279492	3.041132982	3.120005713	3.317324998	2.964836224	2.954734765	3.176079861	3.118297636
