probe	GSM65752	GSM65753	GSM65754	GSM65755	GSM65756	GSM65757	GSM65758	GSM65760	GSM65761	GSM65762	GSM65763	GSM65764	GSM65765	GSM65766	GSM65767	GSM65768	GSM65769	GSM65770	GSM65771	GSM65772	GSM65773	GSM65774	GSM65775	GSM65776	GSM65779	GSM65780	GSM65781	GSM65782	GSM65783	GSM65784	GSM65785	GSM65786	GSM65787	GSM65788	GSM65789	GSM65790	GSM65791	GSM65792	GSM65793	GSM65794	GSM65795	GSM65796	GSM65797	GSM65798	GSM65799	GSM65800	GSM65801	GSM65802	GSM65803	GSM65804	GSM65805	GSM65806	GSM65807	GSM65808	GSM65810	GSM65811	GSM65812	GSM65813	GSM65814	GSM65815	GSM65816	GSM65817	GSM65818	GSM65819	GSM65820	GSM65821	GSM65822	GSM65823	GSM65824	GSM65825	GSM65826	GSM65827	GSM65828	GSM65829	GSM65830	GSM65831	GSM65832	GSM65833	GSM65834	GSM65835	GSM65836	GSM65837	GSM65838	GSM65839	GSM65840	GSM65841	GSM65842	GSM65843	GSM65844	GSM65845	GSM65846	GSM65847	GSM65848	GSM65849	GSM65850	GSM65851	GSM65852	GSM65853	GSM65854	GSM65855	GSM65856	GSM65857	GSM65858	GSM65859	GSM65860	GSM65861	GSM65862	GSM65863	GSM65864	GSM65865	GSM65866	GSM65867	GSM65868	GSM65869	GSM65870	GSM65871	GSM65872	GSM65873	GSM65874	GSM65875	GSM65876	GSM65877	GSM65878	GSM65879	GSM65880
203007_x_at	6.103269501	8.810668243	6.632729707	8.693471923	7.400018275	6.404193623	9.57401931	8.808531628	7.637962482	8.546529076	8.797661846	9.849916274	6.596654504	7.865219839	8.444828694	9.707720619	9.624963938	9.013042061	7.24832746	6.66591885	8.977285849	10.79426356	9.61229056	7.756235994	6.174579857	8.337129915	8.231300616	8.942590134	7.48631269	9.080784177	8.966809136	10.50126331	9.346666019	7.674065849	7.283718801	7.361051055	7.073341733	9.057288285	7.955735799	6.298568402	9.595889219	9.195692667	8.97490599	9.131114449	9.201619422	8.280356165	8.614309109	7.715073681	7.787097608	7.956336299	7.926362307	9.452470613	8.364999687	9.350774506	6.784117615	8.801508436	9.074451763	5.189040516	9.976089736	8.092003933	9.907401679	8.411452526	7.992762641	8.876388453	9.721970976	9.466720304	8.276098598	8.926842409	10.00165189	8.636523715	9.382153792	10.23092982	10.98840931	9.82031935	10.44236349	9.033437637	9.57322972	9.866059392	10.66622088	10.49180659	9.842122368	9.522028564	9.739632941	11.28611658	9.90327037	9.298198108	8.845185279	9.658933897	9.258059158	9.667385222	10.27457341	9.650476818	11.31306278	9.595452385	10.35293469	10.82028103	11.37460258	9.947480427	9.475930414	8.08410937	11.45540036	9.860425939	10.18533277	8.761229431	10.41560287	9.859534347	9.950064129	10.96288324	11.16277111	8.020629658	9.225781471	9.727654826	11.21774406	9.086051083	11.25924502	9.35142391	9.768682815	10.56414164	9.714872746	10.46357418	8.981370372	9.704124138	8.323334842	10.96449463	10.3872308
203126_at	8.103385209	2.428566261	3.27142491	5.635022459	4.731601734	2.619605041	3.900318771	6.518801392	3.924805829	3.442088484	4.061299308	5.84222421	2.967889618	3.823352675	2.674477705	8.737329883	5.834116177	5.684237802	3.837121093	5.560318802	5.565837472	6.187633307	6.77627457	7.704818443	4.384726677	3.838719625	5.428750334	3.823201735	3.68940523	9.076608936	5.4187855	7.321457788	3.604740926	4.666009674	4.767288915	7.195278772	2.453082983	9.428603814	3.201942233	3.984906503	9.643516581	3.192379474	3.896945311	5.094616761	3.496553965	3.339577272	4.990861559	7.351533301	3.923923147	7.963854213	6.32502632	8.030659466	3.847124568	5.449139073	3.851241203	5.632240908	4.151242533	4.867633448	6.971903609	5.379122398	7.30445988	3.6926994	5.442071527	8.025627061	7.824257907	5.39979548	8.145600673	5.61497752	5.487220654	9.650112458	5.243149606	6.209784652	5.740139275	6.163348005	7.65615506	9.147030904	7.124807616	5.215179245	8.158422982	8.585541893	5.705233436	9.701645058	8.729386767	7.11346344	5.946897038	7.038009635	8.15038047	11.1803361	5.899990003	9.53848446	4.310135371	6.650331001	4.49327835	3.934141248	9.301660203	5.353580583	10.36671285	5.539036475	8.163034106	4.749736025	6.798089864	7.872862027	6.193232317	5.32065654	6.662554369	7.020049788	5.538482816	9.879013934	5.10372893	6.838843594	7.481377569	6.557092443	9.495887077	3.920192695	6.491485954	4.749514258	4.678596823	6.323907551	6.51299924	2.510254462	8.191306398	5.765008661	6.234336215	9.686009463	7.886481437
203147_s_at	7.169097367	5.509025076	6.065590615	5.89115568	5.725841333	8.456145823	9.138153549	6.047659596	8.505638144	4.698808152	6.860350759	6.307660804	8.276170227	8.10123077	8.350201668	7.200651623	6.091510319	4.834176992	8.505366315	8.908330258	4.008936883	5.059764635	6.398740651	4.412139535	5.583026832	6.147097716	5.605496773	8.201003092	8.455442372	6.511794527	6.966056191	6.318016826	6.199879322	8.712001716	6.31584763	5.444300959	5.554164362	9.294798838	8.960669976	9.220086279	7.669961198	6.254879156	8.793466655	9.484488434	8.957460909	6.880956276	8.960930423	8.34898274	8.92514138	8.824654263	9.756665019	6.312292721	5.870788791	7.511989103	7.008956034	7.690933105	5.13155036	8.10650396	5.713232185	8.168188249	9.47571114	5.732122506	5.598182715	5.531099487	4.997447011	4.593226417	4.553650956	4.717395707	4.330272128	5.612672572	5.662246351	4.071119329	5.08744797	6.065968906	4.427838521	5.00309407	4.81251136	4.119250945	4.215661855	5.087170024	4.0140571	4.098446065	4.096170376	4.097769863	5.442504534	4.349880817	5.611917024	5.510526492	5.686958344	4.115104639	3.965482688	5.069473366	4.345453182	4.064166535	5.303845192	4.021382279	5.544679717	4.44226357	4.048211088	4.257158469	4.059468073	4.066777898	3.969663195	4.122976123	4.065948507	5.224643182	4.001847315	4.081660277	5.015500473	4.100676965	5.68310269	4.042917615	4.383843945	5.308316617	5.092628657	4.096790463	4.754538806	4.10527787	4.072699469	5.280640883	5.239581613	3.553287346	4.075568206	4.122704637	4.108771268
203215_s_at	10.01819989	10.12855148	12.39165303	10.75127301	10.05401481	11.14397168	10.78532669	10.3034256	10.36592494	11.54835533	10.57565301	10.02576173	12.29282799	11.07597906	9.830271593	11.03097769	10.68355988	9.271756769	11.89311257	9.082787395	9.650242657	10.50697667	10.79800753	8.173279824	10.7322143	11.00923205	9.631933009	11.81182562	10.83866594	10.36739447	11.36921026	11.57646136	11.2747856	12.35867744	10.25477249	10.00925845	11.33738026	12.56432426	12.59232797	10.37184662	11.40413814	11.83058874	12.1830825	10.2648836	11.33796684	11.43965977	11.80954952	10.73289905	11.82019405	11.73549694	11.58384707	10.85998287	10.03900749	11.48895924	11.76072103	11.81338467	11.01831175	11.38608621	11.52015688	12.65193898	10.86672455	9.131563878	11.5089925	10.51291085	8.085773519	7.253789059	5.241491275	6.408358592	6.858940651	5.98117355	4.254437544	8.787409474	8.120053771	7.057031558	7.750254554	3.949449009	9.019194575	7.447091606	7.785430754	7.974581111	5.483516736	7.4560659	4.368688628	7.118206753	8.857773792	7.833591255	4.384678009	4.31584196	7.797200972	6.531147731	8.752875372	8.943671398	10.02229523	8.316331357	6.848643552	8.502043544	2.802945811	8.970228953	7.515930363	7.304595457	9.084951818	9.295379602	7.978867749	8.526715925	8.336489225	4.092011149	9.306485601	7.222053017	8.117350868	3.961677596	6.837227608	6.540495726	8.461214975	8.317096202	6.021319451	6.651206499	8.34530901	7.34529202	6.943876626	8.518515676	3.714055844	8.199188456	6.720876838	3.70210832	7.81442169
203357_s_at	3.764365056	4.43105348	4.699125387	3.819681338	4.385284583	7.742522101	6.168134993	3.757658774	5.198541747	7.032477633	5.634699521	6.31555021	5.177673519	4.646615651	5.487601806	7.272430263	7.242265984	7.021992618	3.724973755	6.190374176	7.024359324	7.836471112	7.241548731	6.966292668	6.091148405	4.849173776	7.021736283	6.936945936	4.55126391	6.256412913	6.943712915	7.05640642	7.355574843	6.281124598	5.734124937	5.806442614	5.413307314	4.922377679	5.856113783	4.467923284	6.605603311	6.382749107	6.273555562	7.140640705	6.13631357	5.788303038	7.59971239	4.888697751	3.054299211	6.568215479	3.522875383	4.458352679	6.976845857	4.983589881	5.27852525	5.881037698	6.590387401	4.441002946	6.89563952	5.916342753	4.479140421	6.989606055	6.614112945	4.843087938	8.718412515	7.555085532	8.841858344	7.782000815	7.573478994	7.074812159	7.840051927	7.800790478	7.732650807	7.977033425	8.058124224	6.682802129	7.709292762	7.372487263	8.354668155	7.073518972	7.728425378	6.40471676	7.069126765	7.062734606	5.530211016	8.653179857	7.733759124	7.15371182	8.364200891	6.878611148	7.596720265	8.004935893	8.343475582	7.401011115	7.751781777	7.862352495	7.510535505	7.032477633	7.506412113	7.655152663	8.463522475	8.313009538	7.33889607	8.43905919	7.360711212	7.3431527	9.005719303	7.910261771	7.162192445	7.794681285	6.31985923	7.975443444	7.663976721	8.622529732	7.77383988	7.254865252	7.614225002	7.672106151	7.612477641	8.542140533	5.497287972	6.537458174	8.421498769	6.278473914	7.019555549
203417_at	9.466552289	10.8792813	10.06982219	7.262182325	8.08927096	10.43368796	9.437390004	7.577477299	6.983243888	10.75582355	10.24750105	12.21689109	9.353913396	10.59743263	9.338081182	10.85351342	8.925615433	10.38315389	11.15095276	8.174971394	7.968858733	10.0040077	10.92034153	10.88457428	10.834031	9.189030161	7.436842588	10.26886849	9.040226968	6.894941581	11.19460026	8.938976438	10.13103182	10.611195	9.129835422	10.48860469	10.86764808	9.247476687	8.330577069	6.199387176	9.362609129	10.09907037	11.62575289	9.619880234	10.01204314	11.14068258	10.58413625	9.533290425	11.07362679	11.01955433	8.973208865	7.519378846	9.776857856	10.27457285	9.86752512	9.66313658	10.78792462	9.242700783	10.61079629	9.440159459	11.06075993	9.570068528	10.77103276	9.263722666	3.984203943	7.804738192	7.486886325	5.511092492	6.285410546	7.568865537	9.146171329	10.11771477	9.052061099	8.77193303	8.881709231	6.50642678	9.199867989	7.044199359	8.230566462	8.471531771	8.175610103	7.628483056	7.362235542	8.791546004	9.146277071	7.909916335	8.140399582	8.630514306	7.961802817	5.924092876	9.74722305	9.754092981	8.595117543	7.12920413	9.500405711	5.074382871	8.100121172	9.655048597	8.651098047	8.270966091	4.812454042	8.722551151	9.557307175	10.28514446	8.317926585	9.417903084	7.185407716	9.493968714	7.296428902	6.374617729	5.783375716	9.189030161	5.928403462	8.391984564	8.966874808	7.065333698	9.811040053	9.24785334	3.805265739	5.544557203	8.913350158	8.301587374	11.20539884	10.70231832	9.189030161
203424_s_at	8.866177008	9.022293791	7.17973544	7.031205611	7.126667108	8.269362773	11.37151063	11.03323395	5.222170919	10.55157131	8.228122393	9.417682771	8.715813417	9.083835045	7.193030509	9.542333912	9.004278842	7.591619414	10.23788736	7.722396935	6.664745995	6.763379788	9.459999329	6.958910111	10.40469251	6.103669809	7.10384445	11.84778739	7.275505466	7.540529602	9.107587855	7.45953512	7.962362816	9.540263815	9.828449123	8.881781134	7.232724711	6.512118222	9.345895237	5.827165359	8.247681279	8.465077378	9.514473128	7.617921484	8.783375756	10.3142684	8.576967945	7.03654004	11.61560097	9.45191533	9.951364095	6.759750023	9.118354823	11.11230442	6.855965641	8.569142933	8.926842409	9.985782727	8.77248491	9.231016833	9.6375268	9.123015968	6.969359097	9.902818235	4.717171173	4.542979547	4.786411296	4.058897999	3.825254438	4.108188542	4.009057886	4.654600423	4.713372086	4.119170748	4.020423174	4.054437798	4.230849791	4.096143061	4.457285311	3.864568082	4.684476829	4.538063846	4.072211185	4.663951135	4.627788126	4.675786816	4.686345699	4.002841861	4.419308229	4.670163348	4.048659567	6.484429741	4.562646532	4.113082645	4.661248901	4.638136464	4.514024248	4.672940008	4.640809813	4.185789483	4.834950174	6.418731778	4.252925359	4.192776427	4.117835119	4.694079846	4.677927285	4.057454087	4.296143096	4.6755063	4.115574961	4.01894654	4.636929788	6.533907553	4.001269395	3.347862207	4.25221988	4.08228897	4.048794117	4.713917338	4.705883831	4.024268832	4.252890156	4.688847023	4.724478492
203570_at	9.457258979	12.32249233	11.69261074	11.11741037	9.659472411	11.57819063	12.33210137	9.176012763	7.434403719	12.52738325	12.20900782	13.50832004	11.92426276	12.41076403	10.44372063	11.14051715	10.90251431	12.47357247	12.66321985	10.92272557	10.17228085	10.35733239	12.65228512	12.17900955	12.23095103	11.39914912	10.74348635	11.09318734	10.88516653	10.66141744	11.95646952	10.95695046	12.54671791	12.30930907	11.23747112	12.59012554	12.92752377	7.231435478	11.6349155	10.11709836	8.85823639	12.12578595	12.37247395	11.8983079	11.59006433	12.68547088	11.34534767	8.549428143	11.97661445	8.002480376	9.774849375	8.79690105	12.05212777	12.36975088	11.6897722	11.76233656	13.37217625	10.76007726	11.78811871	11.56830462	6.278722003	12.72778853	11.50175678	10.09123817	7.918946005	10.18334678	7.709790641	10.11408583	9.247670164	8.045584258	11.23099927	11.84301875	10.03879767	10.81026569	10.48350539	8.691457174	10.88503762	9.793410995	9.134120711	7.858236187	8.951937255	9.534701549	8.917389387	8.835318688	11.64280307	7.33076574	7.21007829	9.050166835	9.463020687	7.637093452	10.56750767	11.15596958	10.58110081	9.714508538	9.190351203	8.464317456	7.048699859	11.40332376	10.59882768	8.513601018	8.131127576	10.32857835	10.63351514	11.48558656	10.06818848	9.283086929	10.17724018	9.875648704	10.17346026	7.208387249	10.76121705	10.6972462	8.110046347	10.23776271	10.30378089	8.520438296	11.55011641	11.31816771	7.979235496	7.383279335	10.16624955	10.1802456	9.127405881	9.911099661	10.37421417
203699_s_at	2.290744301	5.487349825	7.568552428	2.162166299	2.32916919	3.587882658	8.368471487	2.229278641	2.217441326	4.656957404	7.211296114	5.896267274	2.323341739	7.75110266	6.296785607	5.640355855	6.480781295	2.264058803	8.44347207	2.246397284	2.031907875	5.849883349	2.305779898	2.159064302	4.036770087	2.184519521	2.16042554	3.996833767	7.014370739	2.197107613	2.439660397	2.19852434	2.828133602	7.667215866	2.302879724	2.227399683	2.223563965	2.37686056	7.628411375	3.021831306	2.4713166	7.260269433	7.678518866	5.5741186	7.223608805	5.786390864	3.111529225	2.235931261	7.620380968	6.188434277	3.600476593	5.524443412	2.238921381	4.169400322	2.270139153	8.121766711	2.215799377	7.577025773	8.602117883	6.298613974	2.216923725	5.64058169	2.230426796	7.069436752	2.274757161	2.757398609	2.210301398	2.162509456	6.046848934	2.254662206	2.158603269	3.29541053	2.320235852	2.358724103	4.508257492	2.263280058	2.359338207	2.264741097	2.153383597	2.192960772	6.867896675	3.784785645	4.459188679	4.184903898	3.627646925	2.199110141	2.308836147	5.996744868	2.323041491	2.232262799	2.158390799	3.311835652	3.768251775	2.281123887	2.17113619	2.200081426	2.195665163	2.193101601	2.177560406	2.085879376	2.131626635	2.221844446	2.201065017	2.099741672	2.213576999	2.481633429	2.263099792	2.203932869	2.184062903	2.223280218	2.320404955	2.321735816	2.23963873	2.232995278	3.99343618	2.283876972	3.811804895	2.38831821	5.749741009	2.265157051	2.251591016	2.200963566	2.151590639	3.029495329	2.301131085
203878_s_at	9.771152442	11.23767803	10.64859566	6.868867159	9.853251105	11.84484332	9.646854634	9.863078365	5.937621497	12.35193373	11.32248374	11.86614077	10.39267108	10.97695957	11.43451289	12.12786104	11.4846907	7.509919518	12.0976313	8.982917777	9.018007261	11.33975503	10.20627288	11.04820565	10.89748636	7.549531963	9.273300899	11.46566398	9.698250232	8.877009959	9.853251105	11.49726868	10.9220419	8.974993908	7.907915133	12.23690513	10.81879729	6.996278262	10.6763905	5.946228695	8.045342091	11.27921326	12.43671933	10.37486749	10.01156662	12.13903267	10.47547468	7.86031197	11.08846538	10.66449088	11.50052093	8.867080436	9.406554862	11.56787491	11.28761017	10.71843072	11.21088884	10.61595395	11.88710294	11.0486406	6.925068131	11.43671908	12.68586461	10.58797366	5.566971494	8.550537921	9.755487952	6.31202325	5.115812184	6.408030997	9.547053961	10.8091113	10.19627919	8.966162621	9.16603294	8.167370253	9.95266092	8.885845243	8.69389164	6.850911224	10.37387702	9.57867517	5.692804934	9.488108139	8.677956414	8.05933491	7.919178023	9.310710351	9.943516422	5.461025253	11.6553466	10.56659755	8.255154968	8.703841161	7.07122047	7.743415044	5.395007593	10.71078944	10.96897388	7.422262071	5.647680491	11.61848142	9.606321462	10.46552378	9.900531449	11.5780892	6.8352202	8.861552364	6.40229953	2.440029988	8.106070745	9.461168087	9.857872868	10.4078394	11.744283	5.404216237	10.83335072	9.600355272	3.24092898	5.401616064	4.798508377	10.2752236	10.62269624	7.465915087	9.749863262
203886_s_at	8.09619086	9.219098062	8.282211867	5.640513998	4.556258285	7.933707769	9.551403071	7.105415719	4.650999128	8.155983038	8.795577857	10.11789349	8.511076174	9.490400737	6.988613831	7.548668447	7.827269339	10.17001464	8.870289223	8.203389621	7.337767127	7.139960606	8.979481719	9.064675565	8.829000858	8.608940176	4.4191261	7.243276832	7.458981897	6.45485794	7.749210238	7.072447076	8.644571652	8.7878788	9.392703224	9.422272464	9.217079796	5.624182142	7.565572399	4.783868172	5.482950069	8.951204986	8.459787625	8.277169815	8.465866967	9.642394434	9.265605412	5.622312906	8.877365348	6.968656878	7.002656879	5.153735328	8.944598031	8.89520433	8.099753127	8.59775326	8.915860591	8.090548186	8.505967683	6.811261804	5.760554532	9.091219885	8.398528064	6.710819025	4.278974708	5.298886456	5.670085559	5.209082355	5.769251933	5.582912322	6.492096899	7.960393287	6.46458595	6.948054606	7.240984741	5.416618865	7.364238486	5.677703379	6.558418319	6.975052803	5.754848821	6.006225616	4.466277144	6.15868346	6.764855768	4.44772488	5.17078662	7.216734198	4.562942124	5.568086617	6.48557395	7.384389855	6.814300649	5.711516417	5.679486494	4.291057938	3.872907095	7.049893828	7.887307711	6.531588164	4.415577712	6.702338436	6.978833047	7.670573234	5.970265577	6.628003833	6.77056188	6.548075668	6.24854976	9.052488665	4.557360623	6.089935073	4.688597423	4.952624394	7.351571449	4.404361849	5.72360087	6.594225418	4.274564829	1.546724059	7.164682339	4.255184575	9.355405708	6.561267613	7.611891192
204004_at	8.694798622	8.04526334	8.710781664	7.824818445	9.008234251	8.508098385	7.442420272	7.096681613	8.044852385	8.026839565	3.92022942	8.003671511	5.614261934	7.677132193	7.564677627	6.752723769	6.983861158	7.790650153	8.121598546	4.661131731	8.369584762	8.959290781	7.734208219	6.395176046	8.444928208	8.467080238	7.63877397	8.021955686	7.920539303	7.593952168	8.693762047	8.501805531	7.318644754	7.849955039	7.156145074	7.135112997	8.302548982	5.802937431	8.930021661	6.656406886	7.451531126	8.422196599	8.459845474	8.803701166	7.3601103	6.594597997	8.414140681	4.577177533	8.008860651	7.056581054	7.497940854	6.085059283	8.080818277	8.093937571	8.526528379	7.76467889	8.875158816	5.682017883	8.063248271	8.366371893	5.050463433	7.008960831	7.858028799	7.444214919	9.247477802	8.853411215	8.089196665	9.588962578	9.962595694	8.930315241	10.32634932	10.16564142	9.221091637	9.01730637	9.418041836	8.751581116	9.675621169	9.583809242	9.392595577	9.732909149	10.46964014	8.198725047	8.219287942	9.073713156	9.131414619	8.809562459	7.392651158	8.061937258	8.490054227	8.666524193	9.154774419	9.273567515	8.41434773	9.167199256	8.283641379	9.429375893	8.815264781	8.891216825	8.768569688	8.867118726	9.368544085	9.307991751	9.706171941	9.459784609	9.782454813	9.215710731	9.262106414	9.174346544	9.147737847	8.274531808	9.951005356	9.522684248	8.444450514	9.036994242	8.487904259	9.856316557	10.11199466	9.70551422	10.19011818	10.02825562	5.021128702	10.25074304	10.33464422	8.109955448	9.054034813
204174_at	2.887314715	5.479989696	2.724358478	5.524736332	3.59613151	3.279301911	6.793212584	5.849110965	4.593438604	7.31624974	7.503038712	8.005256536	2.901270005	5.844140602	8.444257377	8.254712638	9.089982077	7.397550154	5.807055783	9.112917693	6.611745401	6.728695858	9.530540475	8.704255215	6.198051064	3.643368994	8.201962517	9.253121039	4.171449153	6.072935305	6.313666652	8.571013876	8.249099507	6.348052136	4.193500454	8.17737778	4.537439145	7.978341369	3.777408885	5.275683395	9.210196	5.409111358	7.221448271	9.068802683	4.512741381	7.290117399	7.391267411	2.158160983	6.084854953	4.174511156	3.00303048	6.563933824	6.206681163	7.058926793	6.262105511	5.866698819	7.213230974	4.470794065	5.943354698	6.067408229	3.614924714	7.611171838	7.982208944	8.435244456	6.532791656	8.125551843	9.252698079	8.055230682	7.217448168	6.509677907	8.066481062	8.699472072	7.370661817	8.687859105	5.656834471	4.789124929	9.422166837	9.113130404	7.370661817	6.536709726	8.47182537	7.893139883	8.977456202	8.409410213	8.86750779	9.835726334	10.21171468	10.07771283	8.565876432	7.884843708	6.835772315	7.193031215	7.003681105	7.961780165	9.849420289	8.68136167	6.036771186	9.796808846	8.465590002	6.755407804	8.026458469	7.986713634	9.180367272	8.204770664	7.752357201	8.96689674	6.67540155	8.476207863	6.120629963	6.620081903	5.172328868	8.952391873	7.392096304	7.673693859	9.950208585	6.780374173	9.089899512	8.304157417	6.047577717	5.938578338	8.808558195	6.566441017	6.795023487	7.08091259	7.582965444
204180_s_at	6.863524533	5.863099046	6.258162063	10.10773209	6.748005214	6.724488238	5.502845543	5.635940594	5.454988811	5.04727783	5.902732013	6.33687878	6.193185246	6.197087349	6.340980196	5.353015805	5.627837179	4.958358868	6.593956973	7.33404234	4.676996113	6.327895186	5.449258008	4.90264652	6.186266212	5.522824503	5.074074369	5.711846967	5.97237956	5.332138552	6.471386049	6.063588738	5.343322583	5.748859774	6.377613303	4.511403585	5.815125614	6.045100581	6.785835063	5.798043726	4.405206684	6.324725039	6.481339428	6.481471681	6.187542919	5.272514705	5.925956548	6.933377336	6.80735659	5.876530464	6.301365051	5.21871157	5.234686445	5.598920154	5.372639624	6.15981384	5.120403016	6.38122671	5.919878103	5.906949375	5.7618646	4.977773648	4.980793511	5.355994307	4.162185879	3.939934038	4.161870106	4.370750352	4.619429292	4.182083549	3.900251765	4.945756814	4.613436901	3.392495957	4.468888698	4.012840155	4.827747605	4.203028727	3.549783369	4.302405082	3.84554765	4.142049173	3.629794129	5.894902936	4.945380102	4.009420323	2.149322102	2.131454428	4.077984295	4.064347756	4.730721168	4.086216742	4.756651729	4.508382923	3.987856867	3.789447932	3.394335653	4.642839215	2.879187167	4.269133515	4.844865173	4.658686463	2.953268335	2.253714071	4.859562429	4.547997621	3.179260738	3.167783075	4.187356609	3.74684053	3.95912089	4.319914536	4.798467425	4.184507664	3.50593481	4.029700872	3.752426216	3.170945369	4.023062851	4.013249361	5.002446141	3.953000531	2.820300865	4.724702397	4.4641258
204324_s_at	5.430208411	5.639740045	4.812084725	4.198221098	5.010325434	4.511753136	7.791942558	3.971975555	4.723721609	4.842207316	6.255079782	4.423647492	5.976327354	7.84235642	6.24638638	4.980727629	4.337712301	3.356247353	6.286557802	5.00010969	3.739324833	3.438464328	3.96103744	4.156407174	4.272102539	7.604883266	3.544868675	4.643837617	6.063700127	4.87467972	5.527776382	3.903627323	3.945236059	6.754179896	5.970926755	4.130323773	5.207979849	5.651870613	6.695746041	5.311528934	5.72205509	6.382989898	7.447924156	5.770923775	6.647613466	5.705085417	5.660881007	5.433184338	7.944178535	8.107124736	6.310838576	4.093609035	4.505672335	5.930289633	5.726548843	6.005681233	4.438936627	5.500000414	6.976844443	6.085192554	8.83626242	3.7040387	3.988402703	4.323731118	3.232119431	2.803273602	3.057983685	3.032164297	3.477928301	3.680366449	2.979873322	4.957534228	3.649521225	3.715935224	4.563891218	3.354008666	3.412871817	3.101766255	3.247762484	3.679790522	3.04440151	3.80344371	3.165279551	3.379318393	5.185466476	3.050355308	3.087746765	2.95489839	3.596989419	3.183954214	3.137952204	4.572204948	4.082855403	3.967034911	3.836733614	3.067572712	3.973529382	3.898725253	3.032299378	3.443166034	2.944333971	3.49227215	3.317101868	4.814019581	3.823077836	3.274223852	2.617913528	3.146970714	3.482016165	3.055371541	5.654735988	3.790375625	3.028110943	3.171757696	3.001501238	3.1690492	3.23866013	3.588624209	3.820757861	3.144747267	5.150136342	3.1157256	3.144485878	3.564722738	3.475422597
204669_s_at	9.747584932	9.547672418	7.283827747	9.077740063	7.134556506	9.03546116	8.081009042	7.098924493	5.873271657	7.862411382	7.244382337	7.553245443	5.77052481	7.618934017	7.125443677	8.664382225	7.611655436	7.445049398	8.305996771	7.242891901	7.532864727	5.44482617	7.651056804	7.466499867	9.184623782	7.472761163	7.096264338	7.036676584	7.277526276	6.349115806	7.499435652	5.516079231	5.966803832	8.235330922	6.530009839	6.937205398	6.320523669	5.502021927	7.918737054	6.818146281	6.477883711	6.759668165	7.258128627	7.669568497	6.835126533	7.27608921	7.882375301	8.051645652	8.404336037	10.2731211	10.40530552	10.52523208	6.990276988	6.699088459	8.35319553	7.037182985	8.224967456	6.818590438	7.355040363	7.141054779	9.998686158	6.607322321	6.216114593	9.020041899	5.608103061	5.442089535	6.198413927	5.677480526	5.649092314	5.666427676	6.565165889	5.943397502	5.586979442	5.585102264	6.264852015	7.153446619	5.939417006	5.567352025	5.466401224	7.020268788	5.628506339	6.202840765	5.965173045	9.182480796	6.936751514	5.503615656	5.54522601	6.189805368	5.560330435	5.632701915	5.503651779	5.47128344	4.811617789	7.764624688	6.333202625	6.533718869	6.865238411	5.538451131	6.186731424	5.484440797	5.466127587	6.640406517	5.492090639	5.439169986	6.367856699	6.653330629	5.537865348	5.503954602	5.492090902	5.517357919	6.461043813	5.501479297	5.741210629	5.267039998	5.771372885	5.548325133	6.241840324	5.554612732	6.589237288	5.801432297	5.591555575	6.502408571	7.693467506	6.735137958	5.554506528
204776_at	4.248896246	7.261453998	10.35610086	9.057117275	9.194090587	6.121867482	13.90625986	6.657781897	7.57184693	9.043093526	12.36373924	11.65690791	8.941625451	9.976808666	9.817821045	8.671382176	7.872152126	12.10195628	10.06883216	7.000361084	10.22489374	4.816583668	10.2339813	11.11467217	9.270057812	8.41681728	6.438205754	11.35794527	9.513166322	7.887523475	9.002823466	6.280239545	8.434320662	10.59625669	11.04539482	12.36630767	8.331096147	5.120951028	9.718513723	7.088084308	7.38469964	9.740123057	8.311285126	8.351669623	9.319773733	9.126095245	8.001042511	4.754381543	9.802415686	8.933606921	5.104324215	4.357005534	10.5316554	9.469322499	7.96371234	9.466555481	12.75835914	7.219553828	9.324052722	7.241772196	4.355298632	11.84051334	9.274621285	6.084629888	7.193352674	6.867900356	5.246386597	6.043166272	7.671609166	4.398452885	9.269315744	7.900611795	5.415471235	7.662155054	8.558394986	6.954493041	6.25430354	7.088760679	10.49049806	4.643804395	7.33803655	8.012450366	4.351716672	4.972253371	9.807929244	4.324938268	4.361939126	3.835962627	4.404949798	7.656833433	4.301382912	7.213678833	7.554583709	9.378212182	6.711618483	7.116961546	6.146619301	9.267436442	10.11770118	7.874791467	3.003891842	4.404749284	10.71360232	7.498604368	5.833186595	6.851398686	9.687863597	5.009093359	8.518756051	10.40584842	4.411183477	9.579664098	5.828439399	7.698961819	5.793381334	9.593135329	5.046206045	7.874046965	6.970466659	8.656175784	2.971934632	8.968160574	8.152482423	11.14358103	9.674800722
