Fragment.ID	GSM27015.26.M	GSM27016.26.M	GSM27018.29.M	GSM27021.37.M	GSM27023.40.M	GSM27024.42.M	GSM27025.45.M	GSM27027.52.M	GSM27028.53.M	GSM27031.66.M	GSM27032.70.M	GSM27034.73.M	GSM27035.77.M	GSM27036.80.M	GSM27038.85.M	GSM27040.90.M	GSM27042.91.M	GSM27043.95.M	GSM27017.27.F	GSM27019.30.F	GSM27020.36.F	GSM27022.38.F	GSM27026.48.F	GSM27029.56.F	GSM27030.61.F	GSM27033.71.F	GSM27037.81.F	GSM27039.87.F	GSM27041.90.F	GSM27044.106.F
36508_at	49.0659	34.4673	20.938	29.5113	20.7635	20.0934	62.3676	37.4277	47.8601	27.5762	46.4339	50.5552	67.7625	29.1444	61.1071	39.269	42.6458	40.8889	15.0152	16.6855	18.4646	19.2357	54.9215	33.9002	20.3093	20.3166	71.292	34.053	52.1108	39.5007
36509_at	207.395	266.205	148.507	222.152	217.202	128.154	411.646	111.081	216.904	146.618	255.831	236.557	508.536	237.213	480.22	274.928	179.107	306.093	158.146	112.238	132.7	170.982	304.973	399.987	142.178	236.384	372.685	253.082	348.079	372.671
36510_at	32.0377	13.6224	10.4524	10.8456	19.8773	11.3258	23.0673	13.6241	17.6659	21.3129	10.9654	23.5942	30.1116	17.3824	22.1381	26.0215	19.5519	6.31496	25.241	23.1788	12.2144	12.2313	10.5964	15.9364	18.0446	15.3787	45.2004	15.7466	18.4723	14.2947
36511_at	444.745	617.963	323.388	392.074	330.217	520.885	736.212	491.885	541.336	370.349	509.115	489.514	976.678	344.166	894.958	643.408	264.021	362.566	441.708	305.85	449.638	345.225	908.076	588.587	451.768	560.12	850.018	467.314	493.488	429.735
36512_at	34.1138	19.8424	52.3439	29.3185	46.4577	43.4254	42.1526	19.2431	35.311	16.3239	31.7354	31.6466	31.8744	29.9277	16.6948	23.1125	31.3474	42.0964	40.725	24.6718	41.1776	28.5208	21.5658	36.4972	35.2231	44.7083	29.1358	27.1037	33.731	25.8228
36513_at	31.2554	51.2421	48.0603	38.4968	32.0047	46.3816	25.8036	35.0192	50.8166	43.9733	23.3069	35.4525	30.384	64.4399	32.7514	23.0732	72.9479	26.065	38.4638	65.3419	43.4404	29.9115	58.4742	43.2774	42.5891	31.9901	26.6799	33.922	32.8953	27.5252
36514_at	273.03	235.732	114.84	141.4	149.024	150.769	197.585	192.931	186.419	275.363	176.289	204.992	276.882	132.937	308.524	212.403	118.59	140.602	107.96	90.9899	149.162	136.85	202.129	232.55	120.669	139.577	359.392	151.549	141.808	231.357
36515_at	202.705	368.746	165.896	151.578	177.133	250.926	426.996	193.582	316.883	213.849	332.013	235.852	515.098	178.795	662.307	387.849	146.711	185.584	126.229	143.181	188.292	178.265	442.578	254.933	192.818	266.064	414.457	247.734	524.164	287.36
36516_at	174.898	148.541	160.928	153.263	135.81	156.796	200.036	193.856	175.387	158.252	179.916	164.583	201.778	218.908	162.212	169.459	268.646	304.433	285.019	202.141	158.991	144.197	110.126	182.847	132.884	202.163	174.608	168.274	111.792	209.11
36517_at	965.327	761.948	549.669	750.738	535.148	828.748	887.88	1130.02	779.915	1100.07	962.872	1123.72	1337.06	668.069	1260.8	1027.98	588.111	535.995	409.32	508.769	782.956	647.331	1022.36	921.963	807.592	722.226	1523.94	877.425	771.849	1136.13
36518_at	137.766	117.449	137.837	122.852	98.7165	107.224	161.221	112.21	210.473	129.755	132.739	137.746	138.718	266.198	111.465	50.9348	117.7	198.688	184.143	266.299	175.992	132.939	146.301	158.471	144.228	163.995	133.247	147.649	110.247	95.9901
36519_at	163.416	187.027	152.875	138.702	165.627	150.218	112.329	169.002	132.322	152.092	154.223	156.091	133.257	169.552	129.222	156.807	150.708	126.077	281.903	188.704	139.961	127.795	94.6422	159.189	200.818	145.115	183.929	157.456	149.36	112.255
36520_at	292.028	77.1453	258.595	347.978	292.355	328.466	331.262	337.605	526.168	384.994	333.694	326.758	369.854	392.702	262.063	315.386	409.014	406.35	374.564	430.769	386.914	405	214.65	308.88	325.869	448.846	358.408	339.458	270.503	256.844
36521_at	305.801	302.129	177.033	191.027	177.478	103.553	320.939	140.763	242.064	170.288	156.297	151.952	278.271	171.13	154.917	219.461	122.394	145.689	96.5903	100.829	147.077	176.66	552.701	216.385	129.554	269.904	208.41	225.687	207.206	153.843
36522_at	544.037	593.494	621.322	509.416	653.938	650.398	721.229	529.47	539.245	630.556	606.032	657.555	622.276	734.889	385.307	687.422	672.475	366.752	422.625	570.602	617.815	697.592	603.189	572.324	666.315	561.587	572.243	604.247	536.148	590.713
36523_at	32.0519	26.7959	28.1562	32.6855	40.7324	29.9727	50.7939	30.6078	37.9977	41.4478	34.238	42.5796	42.0862	58.3513	44.1759	48.2732	39.7414	41.3792	46.9583	41.292	36.8582	39.2707	49.2809	34.417	29.8306	40.9833	41.2341	38.5528	41.3681	36.1574
36524_at	1232.29	1353.87	1139.2	1114.59	1221.2	1490.32	1133.45	967.277	831.375	1125.45	1152.97	947.668	1259.89	921.715	691.04	1634.64	1012.02	877.077	1032.6	1384.22	1100.57	1217.61	930.836	1337.35	1461.88	933.391	1830.19	1480.95	716.254	773.922
36525_at	473.367	910.587	486.406	356.779	515.547	568.822	734.48	630.893	603.868	455.496	521.857	487.603	798.05	367.834	774.271	740.278	313.226	238.22	568.495	428.938	507.694	552.506	915.802	581.623	616.845	615.349	818.382	622.594	521.949	250.684
36526_at	624.862	783.938	487.862	458.603	521.72	611.843	1093.26	621.921	613.126	553.014	629.471	663.179	1101.07	558.326	851.977	692.035	453.871	256.169	554.346	529.329	571.153	477.575	919.562	749.211	666.508	780.047	963.543	888.017	646.05	424.33
36527_at	69.9193	106.961	65.2386	59.7006	101.21	74.0494	106.644	66.9316	85.1142	87.7	86.1504	65.1319	97.7167	86.63	84.7302	110.031	92.6889	80.0053	74.9046	73.7755	61.8992	54.8698	69.504	101.233	72.1894	86.0142	99.7731	85.2082	73.7596	84.4132
36528_at	100.998	87.9893	131.914	138.408	106.178	117.527	87.2388	64.3944	114.939	59.9917	115.748	109.945	127.327	103.29	64.3867	131.585	141.638	250.948	134.981	139.142	99.07	142.037	99.2794	133.536	117.972	127.528	84.9608	115.943	29.1815	139.978
36529_at	147.88	163.927	109.58	114.416	112.459	96.9628	95.7601	140.889	126.059	194.779	125.749	143.183	99.3516	137.775	130.818	153.738	110.444	136.829	83.969	85.9657	104.055	96.8077	88.7506	117.554	109.298	148.877	159.706	117.54	95.3371	131.877
36530_g_at	246.041	232.666	251.897	247.957	233.167	231.976	206.567	243.774	196.932	238.52	257.235	251.817	187.951	233.323	144.618	221.66	193.319	236.193	228.386	218.826	227.08	223.514	123.306	255.648	224.734	233.262	219.612	275.282	205.5	231.626
36531_r_at	159.564	182.094	195.375	182.415	136.263	185.214	108.151	127.721	132.681	156.868	216.81	156.731	210.28	116.65	77.3578	234.915	153.69	157.086	133.499	114.945	133.406	185.451	92.3014	163.747	226.376	135.54	218.763	144.322	111.917	173.18
36532_at	211.099	246.872	218.952	331.597	176.517	416.994	489.628	221.23	433.579	643.229	339.125	272.444	274.42	136.909	964.704	389.481	136.286	127.255	112.873	190.358	449.202	321.495	639.578	268.426	293.448	447.843	399.202	334.61	365.787	163.201
36533_at	310.157	146.55	315.912	305.362	220.85	207.781	307.868	201.126	351.761	256.344	234.707	346.224	262.682	334.95	229.858	210.374	316.878	224.639	340.501	305.188	294.864	279.824	220.142	278.753	257.793	265.19	207.713	270.562	205.503	243.815
36534_at	329.183	425.705	350.324	326.662	238.821	405.371	288.991	247.813	301.103	299.889	421.943	235.825	514.228	197.088	344.605	361.463	202.047	172.692	202.018	311.682	316.056	354.563	287.191	313	367.965	258.953	579.092	294.223	202.096	322.449
36535_at	322.956	348.726	198.696	203.14	158.415	273.755	300.186	343.948	310.97	281.138	197.987	245.575	339.943	151.972	397.617	258.521	132.395	103.279	147.818	190.195	255.437	234.587	226.856	256.085	244.149	277.338	427.701	264.821	159.38	220.887
36536_at	1566.89	1661.05	1238.99	1204.61	879	1189.43	1751.75	1476.96	1287.13	1405.15	1290.22	1317.11	1675.33	1076.02	1947.54	1590.32	800.335	964.788	1138.68	1250.04	1296.98	1362.83	2083.51	1181.98	1238.39	1279.12	1882.99	1320.24	1084.77	844.925
36537_at	598.578	721.021	373.861	390.807	326.829	375.566	589.044	516.319	463.111	513.908	413.552	436.097	519.932	314.281	905.555	524.905	274.659	248.496	306.9	290.26	504.321	430.724	276.522	313.558	338.593	550.302	599.041	511.011	398.217	310.089
36538_at	395.235	361.214	356.298	393.568	451.588	384.99	444.939	540.343	347.068	667.188	423.115	566.28	468.133	504.654	544.53	524.673	423.503	654.925	551.404	363.407	504.432	474.645	285.664	308.899	421.848	356.638	426.829	511.505	400.346	388.707
36539_at	359.407	463.023	303.492	300.834	546.592	369.272	305.405	364.354	274.966	316.925	420.373	303.006	433.238	376.051	553.743	298.997	166.031	411.092	412.361	211.014	464.389	484.334	316.344	316.647	340.916	303.04	287.398	404.897	1020.21	498.279
36540_at	124.279	103.206	178.445	176.1	191.906	170.416	89.8401	174.244	91.4857	117.446	135.739	141.389	204.458	229.208	80.6522	156.519	214.957	164.796	356.455	322.081	151.757	139.653	86.3499	149.418	280.584	91.824	174.551	214.326	43.5294	77.208
36541_at	182.272	140.924	216.625	268.646	327.416	263.732	187.95	186.788	203.497	219.157	273.181	237.298	205.566	178.924	178.679	169.872	202.019	120.61	144.622	169.677	198.602	215.828	93.9024	173.927	230.531	150.489	177.334	241.24	179.676	284.898
36542_at	1375.78	1316.07	962.74	1030.27	743.379	913.981	1373.16	1479.56	1248.68	1412.59	940.265	1186.55	1293.27	844.213	1574.52	1303.4	736.062	653.693	767.747	823.37	883.92	1293.98	1501.34	864.393	900.854	1181.38	1537.3	1340.54	1024.87	588.867
36543_at	320.251	699.928	131.972	205.531	208.06	55.7352	286.392	414.103	284.114	377.873	265.219	309.982	497.612	520.295	333.027	179.912	225.797	498.925	180.312	109.03	229.485	157.245	209.096	415.308	136.572	478.739	789.227	236.668	432.67	541.862
36544_at	736.923	652.972	562.155	620.378	512.919	542.02	639.151	793.974	698.254	700.232	580.438	683.702	588.156	455.129	698.399	682.801	481.884	459.048	411.144	432.582	596.195	669.31	558.821	447.718	501.12	708.451	810.523	718.021	472.203	562.35
36545_s_at	226.497	170.318	159.108	161.444	163.968	158.153	167.575	111.916	141.612	148.517	195.859	126.092	151.467	144.611	108.524	244.38	135.877	74.5389	95.1884	129.384	172.26	215.53	105.009	122.578	190.329	178.227	168.81	190.446	108.696	132.139
36546_r_at	5313.81	4618.67	4325.27	4353.91	4159.59	3234.77	4013.25	4521.97	4137.04	4879.11	4585.15	5182.07	4186.15	4823.28	3320.64	4120.8	4785.95	3979.45	2804.91	3690.31	4894.63	3944.47	2671.85	4381.25	3518	6108.87	4379.45	4568.1	4884.89	6350.92
36547_r_at	3468.07	3459.76	3722.15	4058.81	4440.64	3719.36	3710.45	3080.41	3377.99	3356.56	3644.09	3522.76	3433.15	4138.3	3506.76	3308.34	3791.16	4081.35	3710.29	3739.81	3724.12	3643.68	3618.24	3824.99	3685.28	3587.49	2929.27	3811.1	4203.56	4024.05
36548_at	314.219	718.679	157.525	200.436	162.143	220.116	372.424	433.042	381.027	293.007	303.935	277.46	449.282	199.705	497.299	346.386	103.543	97.3	91.812	112.324	255.02	197.561	583.252	187.541	154.302	438.749	401.37	260.799	453.29	279.303
36549_at	224.3	185.442	204.948	245.96	254.71	257.672	221.608	268.282	241.624	268.825	285.325	301.267	231.753	258.612	284.818	244.816	235.14	245.418	315.139	270.605	177.98	244.597	178.551	210.234	260.774	226.203	238.153	229.646	194.211	186.206
36550_at	341.983	262.898	169.666	291.335	176.568	137.263	394.506	388.615	293.168	302.116	308.137	436.265	489.037	267.272	468.949	296.171	218.491	248.578	116.242	130.675	234.719	212.793	264.47	327.573	186.37	303.716	618.301	317.884	462.729	420.24
36551_at	418.3	633.476	133.832	192.792	211.489	266.682	519.99	476.679	345.631	506.096	345.214	463.13	514.183	211.479	782.661	492.911	147.408	276.968	199.248	68.7343	214.355	214.803	691.167	266.59	205.806	354.874	540.489	255.132	566.816	505.12
36552_at	432.369	424.508	288.535	350.545	288.695	308.596	484.47	365.396	420.221	285.036	416.727	302.728	522.142	313.19	489.285	419.403	219.325	181.79	166.948	246.237	410.907	354.89	349.716	391.85	309.256	393.937	478.862	397.037	481.881	336.814
36553_at	438.071	425.258	240.052	294.334	279.916	317.775	325.843	475.203	364.891	631.355	314.752	425.258	353.095	363.649	349.912	438.868	318.052	231.447	252.56	315.797	282.473	318.614	179.812	250.675	271.431	261.097	485.768	299.224	240.989	317.149
36554_at	456.249	437.936	379.42	327.793	193.03	316.199	231.017	334.359	249.776	325.044	228.651	198.176	254.913	227.03	158.619	402.546	266.591	187.757	200.56	312.647	256.64	301.475	194.224	240.351	265.183	227.71	404.89	351.31	156.83	175.166
36555_at	2437.15	2832.3	2069.04	1972.64	2546.47	2708.19	2102.18	2603.94	1527.88	2801.32	2870.28	3420.61	2883.19	3066.57	2401.37	3044.81	2891.48	3370.3	2051.77	2189.73	2741.98	2048.56	1514.29	1986.47	2306.92	2309.28	2464.98	2449.48	2643.66	2318.6
36556_at	317.953	389.403	302.916	288.025	270.048	256.989	409.097	324.016	283.357	262.181	220.36	244.226	321.694	251.638	267.772	304.351	235.277	124.286	152.289	406.993	281.277	351.443	332.392	333.514	181.828	317.718	456.922	351.672	194.386	93.3912
36557_at	791.825	1341.6	968.947	879.272	1274.69	1357.23	1291.22	834.825	998.475	919.735	1321.51	1380.74	1549.55	1171.28	1150.13	1643.86	814.145	515.702	621.358	974.831	1245.91	994.967	978.321	843.034	1362.84	889.506	1344.79	1454.29	1141.22	701.946
36558_at	331.275	173.744	394.241	332.407	427.439	323.109	272.921	270.964	242.551	272.861	244.864	293.893	227.318	327.259	234.503	281.894	419.143	551.483	652.894	284.467	287.261	340.675	270.391	232.352	294.43	241.98	202.697	295.131	339.307	277.681
36559_g_at	89.3781	66.9932	93.1552	78.2518	86.1256	90.9525	45.2817	64.28	104.345	87.6059	50.2197	44.366	63.7261	86.139	37.425	58.7187	115.27	68.9376	124.595	157.727	82.2784	85.0553	39.6525	68.9933	78.2007	74.0274	60.4896	61.9974	69.0819	44.2558
36560_at	438.785	536.579	449.957	413.296	524.945	539.024	730.334	554.941	447.231	514.879	519.784	550.879	806.674	520.215	716.229	618.199	404.193	323.174	238.401	438.351	529.416	348.429	606.91	550.927	502.197	588.755	673.631	614.413	646.863	401.615
36561_at	239.855	243.386	196.503	175.068	158.382	154.797	213.027	168.695	184.607	195.132	169.785	153.242	165.84	170.438	267.123	209.949	173.419	128.147	188.792	181.188	158.878	163.417	170.683	165.266	188.378	170.239	202.899	192.566	166.83	164.091
36562_at	883.86	989.527	895.066	859.157	860.201	767.287	931.943	891.401	845.538	1095.87	891.918	962.282	989.471	1029.22	734.923	1017.75	829.31	562.507	572.97	793.505	1132.65	1040.79	840.786	675.084	921.229	941.201	1024.46	1032.98	862.917	816.847
36563_at	1799.11	1701.36	1197.07	1414.3	1251.76	1336.16	2208.43	643.91	1843.83	1306.23	1700.08	1581.68	1937.21	1287.57	1918.93	1697.86	1052.5	1423.59	831.225	737.942	715.198	1598.89	2385.37	1386.19	1326.72	1820.3	1822.76	1669.52	2335.22	1372
36564_at	258.051	339.803	280.706	212.398	232.691	260.35	156.493	212.033	227.484	299.169	164.393	152.141	197.805	208.457	148.354	205.903	229.011	148.406	339.347	349.578	266.469	226.988	102.388	203.521	274.826	262.093	223.358	225.788	91.3021	109.342
36565_at	119.859	112.779	114.221	101.966	63.1346	90.6968	117.154	124.527	91.3576	123.501	74.1868	103.662	78.9423	68.8921	100.373	105.498	74.2816	38.9813	42.8049	66.0082	110.248	106.227	69.2488	76.5744	78.9138	99.2376	134.945	92.4959	86.6265	59.1284
36566_at	106.423	132.05	77.3058	83.7482	95.4061	81.3104	104.189	99.0657	104.611	117.098	125.456	112.846	92.7301	78.9287	160.214	126.074	81.6511	88.3855	43.0902	65.9208	116.654	77.06	101.668	120.49	85.8372	137.747	90.7766	103.93	94.2231	114.754
36567_at	2931.78	3871.48	3794.77	2291.26	2617.6	2785.38	1894.83	2458.18	2562.12	2773.51	1352.6	1143.85	1529.48	1349.8	1856.41	1976.16	1759.22	893.525	3080.85	4208.08	2934.69	3145.53	2231.85	2781.61	2883.45	2561.25	2422.98	3400.97	1288.52	614.875
36568_at	1757.18	2265.44	2021.12	1409.27	1504.54	1864.91	1568.42	2112.7	1616.58	1977.86	1388.56	1626.09	1687.58	1772.51	1625.25	1821.54	1410.72	1420.95	2089.33	2409.3	1851.54	2091.9	1115.4	1929.02	2023.53	1743.53	2217.3	2387.16	1254.58	662.657
36569_at	134.378	151.216	178.337	210.782	291.187	269.086	177.234	463.704	115.842	178.778	273.066	418.02	183.987	199.704	595.087	267.184	280.641	169.858	144.651	369.029	121.67	229.076	150.315	262.773	267.981	261.706	718.44	264.973	150.109	184.516
36570_at	63.7714	148.526	132.51	89.9942	156.393	96.2823	62.104	125.726	99.5826	93.6232	13.2183	24.118	105.028	41.0025	110.905	42.2586	39.3544	43.5994	141.743	139.08	112.386	130.074	114.415	150.053	128.472	53.948	96.603	28.342	0.12034	0.481764
36811_at	159.323	66.7736	206.698	196.371	258.079	215.487	168.137	130.02	141.016	193.419	215.34	294.72	131.584	149.059	240.086	143.251	152.87	332.141	298.35	85.6062	123.046	85.3113	196.807	187.007	96.4691	114.229	87.6626	196.682	289.69	417.97
36812_at	155.132	107.149	92.3015	95.5738	74.5671	81.9037	118.831	123.904	125.652	147.533	114.963	113.815	178.102	87.6188	81.451	127.088	93.226	87.6193	85.3206	104.478	131.17	111.541	102.116	114.604	98.8321	141.145	172.087	145.722	69.7335	98.7373
36813_at	130.754	112.843	135.295	131.624	140.138	142.623	141.294	126.018	140.6	111.723	160.712	137.553	160.263	171.31	134.479	138.493	191.351	124.143	163.604	198.535	117.712	118.022	159.445	174.092	147.022	146.028	171.257	140.691	124.267	113.645
36814_at	1142.83	1185.59	913.71	1062.32	974.958	918.438	1385.82	874.319	1102.76	974.48	965.277	845.975	1482.53	623.59	1645.51	1107.79	599.678	560.193	755.187	690.406	1024.97	978.084	1504.59	1049.88	825.027	1181.76	1386.8	1208.24	1038.25	836.579
36815_at	2458.73	2070.39	2100.78	2232.3	2289.51	2152.38	2593.02	2754.92	1996.13	2228.59	2279.1	2485.24	2559.09	2006.99	2568.02	2946.04	1679.83	1076.98	1230.35	1813.62	2258.71	2557.16	1248.32	1743.09	2158.07	2093.31	2731.14	2774.42	1655.57	1434.35
36816_s_at	13.8698	17.8009	24.5986	9.64581	22.9535	25.5659	9.77771	3.69467	36.1158	17.0905	29.0191	15.2339	17.9899	21.0155	20.9801	14.2748	19.8629	21.8472	7.01364	20.2238	19.1371	26.1391	30.2731	14.581	22.9929	31.0656	19.8291	20.82	58.3844	15.722
36817_at	18.9612	8.57057	16.1416	0.524738	19.9078	16.3897	11.7882	14.4403	22.515	11.6504	20.9357	12.6965	18.8308	15.1203	11.4772	13.822	16.3829	10.528	24.757	22.1812	0.001	11.0642	15.1185	9.36834	15.8915	18.2776	22.908	25.0723	17.5941	12.1628
36818_at	1350.96	1243.41	1302.6	1385.12	1118.15	1313.28	1243.92	1133.26	1271.02	1181.87	1215.49	1118.36	1373.09	1302.38	1120.82	1306.28	1285.47	735.241	855.528	1292.87	1313.15	1323	1145.24	1165	1049.07	972.454	1201.11	1347.07	995.048	846.621
36819_at	84.8831	89.9809	90.6905	105.19	71.4652	80.0163	107.19	67.923	101.197	80.0059	123.492	79.7259	125.167	76.619	104.935	92.8227	71.9157	53.2071	43.7427	70.1975	81.8728	71.8155	89.3419	104.033	87.5937	111.677	102.305	92.569	79.02	97.5327
36820_r_at	11.7135	14.8182	15.2129	22.1101	25.145	25.6178	30.9309	12.9626	31.5315	16.682	24.4593	24.3395	39.0209	28.2502	22.2192	19.9293	25.2557	34.8581	26.3649	17.8502	6.0819	9.98551	54.7661	31.4712	19.0451	28.0178	24.1763	17.2831	31.7235	37.6265
36821_at	1118.66	1288.82	1030.05	1153.76	944.179	1264.01	1470.6	1151.68	1006.91	993.831	1313.79	1030.22	1955.95	1010.15	1605.41	1726.48	807.352	565.076	653.351	891.931	1284.74	1116.59	1635.96	1041.9	1347.86	1203.88	1886.11	1210.01	816.287	772.761
36822_at	679.983	625.408	505.733	522.098	454.962	343.114	482.183	336.89	573.919	417.285	563.674	407.483	546.876	507.25	597.736	569.536	478.069	415.916	385.219	526.936	538.973	555.449	472.653	642.899	410.357	612.874	516.991	675.304	583.476	442.843
36823_at	1800.62	1871.07	1716.37	1846.6	1769.4	1765.41	1546.79	1909.58	1611.05	1889.75	1217.29	1498.58	1591.98	1257	1478.89	1644.73	1033.27	1017.87	1456.12	1539.39	1872.35	1829.33	1693.41	1416.87	1782.87	1529.83	1688.38	1828.47	1034.22	882.231
36824_at	793.9	903.876	485.19	464.621	584.497	629.511	805.429	679.478	636.394	609.955	725.522	481.07	1027.44	454.806	1014.1	811.632	370.136	638.276	794.262	399.902	471.768	612.772	767.89	574.878	609.369	539.773	1080.25	627.927	514.618	479.405
36825_at	186.691	21.9243	0.001	0.001	0.001	0.001	0.001	0.001	0.001	58.5325	0.001	0.001	0.001	0.001	0.001	14.4941	0.001	0.001	0.001	0.001	0.001	0.001	46.6899	0.001	0.001	0.001	1.15513	0.001	0.001	0.001
36826_at	1240.62	996.839	1220.1	1239.55	1304.43	1162.97	966.471	1056.15	1289.74	1138.6	1027.84	1003.28	1086.6	1270.71	943.858	1055.91	1365.16	955.49	992.344	1267.31	1135.66	1174.06	1013.74	1256.89	1059.94	1071.92	1069.35	1073.47	884.5	1275.22
36827_at	528.73	472.916	352.335	357.61	290.469	324.01	471.487	564.694	518.238	637.23	383.621	399.764	459.573	249.718	739.19	428.584	222.886	163.556	217.634	334.103	442.44	454.636	477.227	391.285	362.389	503.751	656.491	478.981	361.514	350.046
36828_at	240.644	168.863	134.609	171.777	141.776	169.055	172.397	162.357	174.472	179.505	179.563	142.144	181.609	73.9382	256	213.433	63.1077	55.9612	56.1112	118.364	153.05	182.805	101.496	148.174	158.966	149.502	319.455	185.317	109.952	150.52
36829_at	1752.78	1578.71	1564.22	1509.48	1332.44	1324.02	1671.55	1184.32	1687.61	1463.71	1583.61	1417.74	1517.81	1380.7	1397.1	1481.78	1580.27	564.147	712.435	1549.27	1518.11	1460.08	1468.94	1588.36	1482.72	1827.86	1592.07	1584.49	1381.55	1218.25
36830_at	28.5556	43.2866	29.2143	34.5733	33.2264	30.0145	40.1436	18.3439	42.6038	28.67	29.5193	24.3418	42.3142	30.9954	38.5929	39.6985	33.6066	28.3604	20.2164	27.4522	46.6318	25.0188	37.9963	45.9894	35.3348	39.0261	50.1474	39.2004	32.8516	33.5628
36831_at	90.5916	114.793	81.6437	85.0436	81.0848	129.402	100.238	91.755	107.084	92.9707	99.2501	68.3963	161.778	83.737	77.7182	150.973	79.5041	68.3599	68.8379	101.379	92.3584	107.769	137.374	139.262	133.345	88.8142	250.297	92.5488	36.9161	55.5983
36832_at	242.97	189.67	257.449	261.946	195.26	180.434	167.484	183.991	221.903	211.733	171.255	168.704	182.692	255.818	149.026	195.058	273.086	243.24	279.94	313.343	184.073	250.717	227.963	187.559	186.288	149.356	212.621	190.171	141.393	158.034
36833_at	256.777	246.568	229.016	241.125	228.738	233.138	222.276	229.355	248.222	268.135	244.462	246.745	252.405	279.415	210.785	207.854	303.663	237.349	227.515	281.262	269.232	235.246	247.097	262.235	229.86	252.379	254.092	242.258	220.165	225.802
36834_at	337.441	244.057	504.324	391.681	482.574	414.847	427.45	420.816	501.262	388.205	381.565	484.983	445.944	538.068	384.914	397.358	448.98	511.632	684.783	458.236	342.894	495.835	377.776	478.404	408.297	404.516	405.949	446.274	309.675	481.233
36835_at	110.227	172.352	63.2939	122.223	104.392	138.118	134.485	120.205	102.448	164.405	137.578	198.511	98.1306	0.001	226.971	96.7776	0.001	0.001	64.4994	0.001	53.6283	65.0089	73.6815	110.49	0.001	170.041	0.001	35.9579	629.864	222.649
36836_at	203.667	233.957	242.583	229.688	208.369	205.81	228.827	180.423	185.082	202.29	236.933	232.34	218.037	247.99	168.907	203.738	272.019	143.742	272.682	243.132	237.472	188.335	182.043	246.384	201.12	178.783	222.996	219.739	212.205	252.042
36837_at	1006.25	616.215	1183.14	1041.45	746.33	968.119	1094.75	1209.06	872.097	970.028	954.908	1352.83	1068.28	986.473	1014.92	747.057	923.041	779.979	897.482	972.279	1084.13	922.697	766.907	981.796	1073	961.691	1006.37	932.656	862.615	740.285
36838_at	163.364	173.209	138.33	140.614	150.773	165.52	166.664	108.916	208.858	116.23	164.16	149.995	138.453	197.994	139.971	152.208	214.144	160.628	175.599	139.472	125.798	142.478	158.135	196.549	162.642	181.612	117.156	147.15	135.18	176.631
36839_at	4.7851	17.4388	8.9682	4.44415	10.5742	21.2163	27.7889	16.2137	16.2303	4.86797	12.6214	7.89017	16.3965	8.36101	20.4848	9.6925	2.42862	22.5843	15.2035	6.67214	8.23023	22.1586	22.4252	19.1836	2.23899	6.11998	13.5273	8.44583	23.3688	9.7598
36840_at	1035.97	945.31	1007.8	1095.47	988.854	1110.89	1202.32	916.177	983.003	914.539	998.253	1076.59	1002.32	872.744	1081.38	995.035	969.934	930.266	1341.87	886.391	989.653	924.017	1182.66	1082.84	810.841	1006.81	966.904	1085.57	1055.08	1044.92
36841_at	1020.48	788.801	796.986	792.526	734.461	850.808	616.904	878.672	1630.37	777.9	717.819	775.623	625.903	541.596	777.312	722.965	559.735	804.376	939.602	541.957	796.87	741.586	789.239	718.403	720.498	2061.56	487.467	649.762	1325.56	688.347
36842_at	568.834	911.115	448.846	384.524	370.163	469.131	791.221	604.159	541.582	535.772	574.265	453.087	669.999	409.313	611.489	735.158	292.018	643.58	423.161	403.52	568.792	540.179	773.181	561.447	382.943	660.727	756.083	559.75	684.95	388.615
36843_at	272.517	256.726	328.23	364.753	253.168	256.277	277.153	266.269	289.126	323.298	284.431	352.15	269.938	293.913	205.422	246.344	398.143	308.465	404.555	376.828	261.442	272.818	221.574	354.157	235.711	269.159	276.446	280.96	241.516	374.407
36844_at	802.675	1099.9	665.224	647.17	636.188	631.462	1197.26	836.113	796.46	694.64	690.029	758.392	1086.95	723.069	1073.37	897.968	555.195	698.826	1033.22	601.86	727.122	741.263	1142.68	715.739	680.504	829.681	803.417	864.931	945.685	335.105
36845_at	525.504	898.768	304.009	333.934	333.255	316.2	808.52	455.897	619.651	454.282	447.785	373.836	735.065	229.47	888.493	511.47	209.792	197.228	242.561	254.758	527.775	388.662	783.157	459.922	326.606	643.52	598.529	493.519	581.924	340.173
36846_s_at	207.75	303.504	257.124	282.265	310.46	306.39	256.612	409.673	229.073	348.532	283.251	320.007	288.594	288.007	253.647	336.083	251.503	433.924	441.044	316.982	305.846	292.211	147.313	253.558	396.945	225.806	315.476	303.04	196.507	271.509
36847_r_at	366.52	384.845	354.069	309.544	340.363	385.82	339.126	442.464	298.98	365.868	407.533	364.983	356.789	371.246	351.621	421.993	301.472	224.294	251.053	368.959	361.603	375.618	257.623	323.68	367.142	325.367	412.603	373.163	252.564	358.812
36848_r_at	1058.75	1227.21	1321.58	1108.76	1531.88	1512.46	1093.17	1046.68	1561.12	1104.86	1236.4	994.9	1363.61	1202.8	1196.58	1297.63	1314.53	1199.84	1556.12	1878.08	972.095	1123.33	1819.56	1590.12	1575.35	1467.83	1224.87	992.106	1780.57	1110.45
