Fragment.ID	GSM27015.26.M	GSM27016.26.M	GSM27018.29.M	GSM27021.37.M	GSM27023.40.M	GSM27024.42.M	GSM27025.45.M	GSM27027.52.M	GSM27028.53.M	GSM27031.66.M	GSM27032.70.M	GSM27034.73.M	GSM27035.77.M	GSM27036.80.M	GSM27038.85.M	GSM27040.90.M	GSM27042.91.M	GSM27043.95.M	GSM27017.27.F	GSM27019.30.F	GSM27020.36.F	GSM27022.38.F	GSM27026.48.F	GSM27029.56.F	GSM27030.61.F	GSM27033.71.F	GSM27037.81.F	GSM27039.87.F	GSM27041.90.F	GSM27044.106.F
31307_at	179.863	106.495	265.586	301.243	218.509	224.61	256.059	137.923	139.18	50.7749	260.516	226.349	173.981	192.717	141.146	229.212	251.251	378.724	323.943	193.13	196.163	183.352	127.516	154.187	188.301	152.121	139.103	199.679	114.844	217.967
31308_at	559.078	411.483	481.176	570.733	333.539	370.079	558.027	310.957	404.723	426.272	478.309	447.678	479.229	445.577	505.116	379.036	437.748	339.758	295.531	457.517	446.205	391.721	238.424	511.793	300.55	468.053	463.434	525.637	373.783	385.111
31309_r_at	20.7697	30.6415	50.2153	42.6892	27.1059	21.5762	10.6286	47.6724	11.073	39.8862	15.7331	47.437	7.34582	42.8014	26.7969	24.2459	48.923	53.0538	42.7983	33.8314	33.8327	32.3855	23.8202	18.0976	27.0145	13.8967	14.9957	19.525	43.4167	55.4229
31310_at	154.191	224.446	188.823	177.863	233.463	120.908	217.807	66.0645	205.01	126.19	196.949	157.376	195.442	339.754	161.691	157.224	273.1	345.575	167.691	223.641	164.895	152.432	183.83	233.127	98.738	230.406	68.8964	245.693	447.836	246.605
31311_at	956.797	648.31	933.656	1016.41	762.013	1040.29	1058.2	695.947	1185.67	658.611	881.603	658.25	870.225	812.734	849.223	922.916	767.145	516.244	643.629	821.743	789.456	831.777	1703.31	859.293	820.126	1128.44	854.66	755.398	899.791	790.31
31312_at	186.58	150.022	262.369	203.977	169.422	202.936	130.023	147.849	251.141	167.474	216.28	215.451	132.631	177.455	105.26	169.566	204.4	292.028	302.332	183.804	219.073	169.724	147.83	154.639	259.217	147.988	137.767	186.157	101.325	293.475
31313_at	1235.87	816.348	1268.15	1449.48	1326.96	732.734	1086.65	982.933	1089.14	1213.07	1026.5	1371.33	934.744	1378.7	1101.04	840.231	1367.15	1305.57	1284.04	1258.77	1288.82	1112.23	1008.82	1007.32	720.617	1080.71	877.103	1253.83	1036.76	1077.02
31314_at	142.319	72.8315	162.791	183.034	133.388	181.58	197.133	134.423	125.379	129.36	143.267	185.598	107.11	153.952	132.667	155.577	163.392	86.8294	99.6155	51.7372	113.953	127.132	248.927	152.021	107.255	147.463	80.4824	141.624	198.333	188.943
31315_at	132.018	80.784	202.047	159.13	158.564	153.106	153.82	117.742	112.396	143.177	187.953	232.951	95.8516	176.007	86.378	170.249	214.7	137.882	243.918	104.185	92.9031	102.995	188.353	134.684	136.621	104.812	101.167	108.794	149.297	258.597
31316_at	2.1131	8.2222	17.6677	12.2486	6.99706	43.0913	9.98275	26.4804	9.52082	0.001	29.4143	3.82153	14.4266	4.72072	10.303	18.0566	10.9015	5.5773	8.64094	14.5979	26.7557	31.0937	26.9711	14.973	32.7564	10.2384	15.0394	22.7628	11.126	14.4781
31317_r_at	1185.08	1069.44	1357.49	1387.61	1356.71	1433.19	1140.39	1329.33	1034.81	1133.73	1459.92	1546.67	1284.61	1170.53	1171.73	1271.57	1091.68	1818.88	1913.6	1077.1	1075.8	1159.99	1620.39	1233.63	1346.25	1010.37	1170.74	1252.24	1653.32	1323.73
31318_at	1.24984	6.54817	4.86295	0.001	7.73228	0.001	0.001	0.001	0.001	0.001	3.16686	0.001	0.001	2.57954	0.001	0.001	0.001	0.001	0.001	7.34079	0.72184	3.33724	0.001	0.001	1.66358	0.001	5.57182	4.35032	0.001	0.001
31319_at	217.491	192.548	172.43	186.858	157.26	141.752	160.866	107.735	200.052	139.273	191.017	124.208	156.551	156.95	121.427	150.293	183.602	89.0636	109.182	175.183	147.602	150.868	184.957	183.666	124.667	146.453	141.784	164.475	155.037	151.12
31320_at	439.461	417.593	572.972	405.782	339.781	410.243	473.338	318.174	390.52	351.703	542.516	331.03	425.18	258.341	562.42	394.071	306.398	200.707	281.98	320.172	489.229	366.128	599.055	413.529	488.562	301.587	377.775	383.317	671.586	481.915
31321_at	216.306	179.932	233.636	255.415	245.608	217.523	221.285	204.446	228.176	216.273	240.613	299.243	171.17	256.863	194.379	140.429	221.929	192.367	205.202	200.067	199.096	193.07	167.189	196.834	181.058	204.807	172.145	245.118	260.871	274.074
31322_at	35.1214	42.7893	26.6272	20.6384	16.551	28.5122	33.8762	20.4457	29.5858	12.2095	29.107	18.7673	33.8082	30.6271	12.0268	13.9551	10.3318	35.206	14.3847	20.0363	25.1313	0.001	29.1936	21.8041	62.9243	24.8646	14.9097	24.584	38.5419	24.5043
31323_r_at	302.545	259.865	285.22	351.547	307.625	273.804	292.551	222.856	433.563	298.939	310.244	180.508	274.589	354.759	185.689	311.685	354.258	238.705	268.521	387.13	270.055	371.988	181.14	290.214	256.843	349.697	255.317	158.522	162.958	147.031
31324_at	390.825	243.552	411.153	413.631	380.286	298.534	298.414	238.176	333.44	397.782	303.44	243.303	284.222	371.457	288.147	328.644	327.358	316.188	224.925	296.165	424.401	402.432	264.896	340.547	284.657	350.606	299.257	350.536	204.966	202.966
31325_at	177.819	134.141	241.075	310.347	199.888	254.423	174.213	199.59	183.505	179.421	216.523	283.938	262.283	141.317	209.97	120.821	129.419	263.477	190.696	124.76	223.96	301.062	195.209	233.722	183.583	215.2	159.848	206.485	369.61	253.585
31326_at	703.844	435.504	790.866	795.957	662.913	801.93	793.063	525.458	906.754	617.646	936.339	643.9	706.047	688.25	647.695	688.566	614.591	607.768	649.704	545.216	687.546	666.463	871.159	757.598	812.797	797.811	690.222	732.847	872.432	818.602
31327_at	38.7449	15.9001	16.9358	24.2894	24.5917	22.3503	23.5515	13.0768	40.8053	31.417	17.1059	29.4885	20.0673	17.611	19.1555	14.0662	28.4878	21.4539	10.1896	27.8067	28.252	22.3245	19.8617	20.7451	16.7327	25.4094	11.9582	35.5339	23.7904	20.3958
31328_at	264.806	219.47	246.371	265.032	198.325	267.286	245.703	168.519	260.118	172.825	217.034	184.966	277.753	164.489	181.796	280.396	164.114	141.114	182.782	209.019	224.371	254.527	253.983	273.729	232.35	223.576	287.777	227.506	235.291	225.516
31329_at	15.9397	12.1644	19.7711	21.9616	17.3002	15.3847	30.7313	6.39015	34.6905	10.2049	9.99297	21.135	17.3995	17.0438	10.1786	15.9103	26.6646	26.1823	18.2847	16.0801	20.872	11.7689	13.078	20.9395	4.32543	18.0779	10.5066	21.2702	14.3829	11.7743
31330_at	2401.54	2630.02	1326.08	1784.24	1475.58	1460.68	1628.77	3020.86	1530.33	2905.78	1753.39	2206.96	1668.92	1967.49	2151.53	2061.43	2085.53	2431.09	1374.5	1591.93	2374.54	1815.72	2027.13	1961.48	1763.4	1868.39	2328.62	1615.11	1845.16	2024.65
31331_at	16.9704	26.5041	23.8061	7.3128	17.8359	39.8975	30.3829	19.1696	15.4967	6.32069	23.3432	22.0071	25.3099	21.2153	26.6521	17.3137	12.7153	26.451	25.1282	18.2227	15.9757	16.5352	25.5063	10.8532	21.599	13.1029	31.4968	5.72279	14.0682	13.8141
31332_at	8.20354	15.0854	9.10064	1.59043	24.3142	37.5145	25.8109	10.8768	27.2256	22.5767	10.3475	25.5829	22.5909	18.5855	17.045	19.153	15.3057	22.7538	26.8198	22.7724	17.2188	17.9774	41.1737	10.5214	14.5221	21.7805	7.66329	9.87558	34.184	15.2538
31333_at	23.0867	27.5379	10.0823	23.422	13.481	22.1937	19.7606	31.8313	22.6679	14.0557	18.5373	0.273935	17.36	21.6487	20.5929	27.5418	7.93657	20.8159	1.26484	15.539	17.5334	18.9683	13.7774	20.445	18.8097	22.2367	26.1171	7.1832	29.2513	16.6901
31334_at	1243.4	1135.76	1379.2	1505.24	1604.06	1306.74	1494.96	1184.23	1388.56	1363.31	1574.66	1669.44	1283.19	1343.68	1618.95	1203.24	1234.24	1197.61	1275.25	1194.39	1175.24	1218.33	1287.21	1392.52	1191.42	1739.47	1073.08	1465.99	1378.54	1592.53
31335_at	63.4749	54.0407	82.1035	66.6153	85.4467	128.684	51.1295	48.3618	56.2196	72.9789	80.6797	76.7655	102.847	49.6389	82.7099	58.7062	61.823	65.5538	47.3391	56.7334	88.6269	72.1299	74.5075	108.915	89.0961	70.5227	80.5844	63.6067	54.5248	56.1456
31336_at	7.06135	0.641121	5.69684	28.0291	7.57009	7.78616	15.0892	16.1159	13.7312	0.001	2.81241	7.84164	4.78604	4.24531	38.8133	6.73117	7.80256	1.09309	2.20087	3.41501	0.001	21.4378	8.85031	2.71698	13.9327	13.426	9.79121	0.001	17.1171	27.7539
31337_at	581.179	457.033	610.788	697.971	429.768	700.027	511.278	487.77	637.582	429.428	699.689	571.496	606.041	661.065	304.953	697.248	707.932	779.334	704.36	622.704	547.943	520.243	595.797	741.861	667.32	448.407	720.04	502.587	405.894	626.002
31338_at	15.253	12.0024	18.6217	8.06111	6.41461	5.7471	11.4011	15.5598	18.728	8.43663	7.81715	13.4172	8.21795	13.8429	0.555545	12.7269	17.8535	7.65448	4.62479	5.32477	15.6746	8.04973	9.84362	9.92081	15.5589	19.7296	5.7588	12.6663	7.73814	9.40633
31339_at	79.1564	75.3762	119.67	141.852	184.258	122.612	165.707	115.659	122.274	108.365	184.381	129.334	143.232	120.716	114.868	76.4017	106.329	191.293	106.391	92.3578	123.391	112.64	98.0434	109.042	126.577	91.5766	74.7308	139.049	165.371	126.878
31340_at	86.923	29.6653	100.038	37.5734	46.9085	29.6607	48.7727	75.2242	21.6024	50.8127	39.4201	81.9116	31.0649	43.8718	34.5861	27.7459	56.9679	8.84899	21.4688	13.0198	39.2101	42.1575	52.7212	47.9051	25.0298	18.4527	29.4929	58.8581	92.5613	91.7828
31341_at	281.55	231.168	320.219	325.723	301.669	212.669	279.731	345.652	328.522	307.258	311.437	334.47	233.887	365.985	277.801	306	362.74	270.87	296.033	374.754	335.593	391.125	373.057	235.579	318.661	308.037	247.123	320.904	390.828	154.024
31342_at	161.311	168.506	151.265	159.407	161.657	162.985	121.095	126.267	138.208	135.25	127.951	113.892	150.216	186.763	138.949	130.767	206.688	170.659	247.136	241.152	144.733	131.248	123.318	140.711	130.02	130.095	127.386	142.003	143.492	124.852
31343_at	0.001	10.6926	8.44992	13.0027	7.04744	3.27225	5.58753	2.25903	13.4316	0.001	0.001	5.33064	3.974	15.2306	17.2676	5.57674	0.644824	5.64487	8.35353	5.5397	0.001	20.2981	20.4147	4.22508	1.30735	1.31254	0.7578	11.2985	0.001	5.76378
31344_at	435.321	283.583	446.366	371.011	376.84	321.202	386.425	229.361	378.443	278.829	443.331	342.175	391.913	318.213	247.826	362.524	308.634	302.939	227.9	343.98	387.821	397.991	352.908	378.543	325.748	420.684	361.562	402.185	283.501	294.242
31345_at	95.456	88.6322	100.603	114.733	88.2932	79.1866	132.873	76.9281	100.853	87.7044	109.186	91.8203	81.802	117.324	71.4986	111.478	119.801	105.742	111.511	145.88	87.0729	86.2863	105.017	80.8343	115.317	107.281	97.6917	102.488	62.7609	69.9751
31346_at	1065.74	884.588	1053.73	1107.97	878.273	862.85	954.108	792.095	831.055	1004.94	1098.59	920.133	1154.99	948.314	1092.99	836.935	991.022	584.164	595.809	1043.03	1148.38	870.498	926.723	900.209	981.477	911.696	1167.23	1167.32	884.832	793.085
31347_at	969.715	1002.38	993.137	1010.71	1181.95	1110.64	961.668	774.105	1087.89	953.978	1004.32	862.397	1065.69	1370.79	855.867	1090.93	1304.51	974.048	1084.22	1480.86	1185.07	1115.29	822.42	1022.77	1255.81	1183.15	998.665	1049.21	875.037	947.131
31348_at	35.4701	10.9303	32.5146	57.0192	39.2038	69.4233	66.3668	32.2145	60.3465	36.8917	67.1051	37.2735	28.4096	40.56	35.1625	34.3306	35.3091	40.1169	26.9053	35.1246	26.7073	26.1076	105.187	39.0406	52.3409	60.4823	17.9763	24.7106	49.5454	35.084
31349_at	119.477	79.4179	90.3592	118.486	99.2439	111.708	120.302	63.866	132.841	61.4842	79.6895	86.1792	72.9623	77.949	125.143	116.11	89.1468	92.784	69.0477	80.3091	62.2661	90.6793	0.001	109.653	75.592	138.106	67.2704	65.6451	94.7535	111.59
31350_at	146.894	86.629	109.251	94.1898	108.623	95.5326	125.202	78.1813	143.926	79.1969	104.312	88.7393	125.263	122.306	107.894	106.448	112.406	128.098	112.877	112.817	115.963	135.582	83.3778	129.106	88.7098	169.413	94.9299	133.265	140.27	92.7599
31351_at	29.9078	13.5148	19.8477	26.4419	11.8405	27.9947	22.9579	4.54047	25.0565	18.6203	47.447	34.975	25.1596	19.0418	24.6458	32.631	20.7065	65.7193	23.9473	34.6116	28.9362	16.1313	39.6359	14.9506	28.1822	41.7961	36.1511	5.65376	39.1004	27.0685
31352_at	56.9303	36.1464	43.9841	69.43	47.8885	58.7131	50.3054	45.135	49.4955	33.0104	60.0677	54.178	51.758	54.5512	32.9535	56.7957	50.2521	49.7771	63.4245	53.5429	35.916	37.0306	103.439	59.0509	43.7981	48.0678	35.734	58.8265	48.5287	62.0986
31353_f_at	688.263	554.286	691.121	833.644	582.639	573.198	603.268	502.387	780.766	576.339	587.278	646.959	676.924	646.651	808.241	541.537	716.751	447.742	600.918	627.058	586.37	623.789	688.45	875.761	470.936	735.839	474.311	621.647	789.935	676.197
31354_r_at	151.799	270.241	201.358	183.056	221.826	179.684	105.518	205.053	133.201	211.3	126.605	204.919	175.299	209.555	375.491	118.801	187.571	325.093	238.62	240.822	229.345	254.917	269.187	84.7185	5.40547	99.8671	135.068	174.746	301.753	207.632
31355_at	265.969	264.568	309.411	331.646	220.442	244.762	343.208	265.998	354.031	244.236	180.776	208.178	162.763	166.499	270.679	180.52	200.813	198.896	211.299	205.926	308.179	260.42	422.887	204.267	217.249	350.79	159.154	226	425.835	267.005
31356_at	55.6873	47.9198	91.1782	56.2478	55.9407	42.0812	40.9738	29.4827	40.4869	29.6495	40.5778	31.1252	44.2182	39.3749	41.4817	43.8417	41.1709	15.4568	36.4469	48.5653	65.0228	54.9747	78.1521	68.1384	33.4994	58.9607	49.2877	67.5178	29.3889	33.7054
31357_at	252.157	175.514	294.659	310.384	340.392	276.244	303.141	281.016	257.515	194.836	303.246	272.033	245.784	345.233	192.86	249.533	316.503	509.582	460.643	254.293	243.528	290.228	278.782	266.01	260.001	220.016	172.478	240.83	343.903	320.685
31358_at	75.732	61.9142	96.4885	69.2708	72.9386	102.88	65.8486	39.7356	61.7291	45.5994	95.2947	53.8684	89.2677	68.5587	87.5897	55.7797	73.9361	60.4593	73.3543	64.6328	74.072	60.211	110.704	78.3087	90.2848	65.7509	69.9588	73.8045	74.7735	72.3659
31359_at	5.61627	4.02935	15.3149	9.00936	5.90515	32.0804	12.6301	0.787908	11.2684	6.30502	15.5215	19.459	14.0278	12.437	4.48335	13.6308	9.75603	2.29145	17.8976	8.26695	15.2696	19.8348	23.9713	26.9427	16.7957	8.50459	15.6928	7.3028	6.91037	15.0513
31360_at	61.6926	31.586	47.2815	44.677	53.4168	51.8255	38.6257	36.3435	43.1544	29.7346	68.7756	56.7827	61.4736	55.5563	29.3914	47.5906	48.5684	62.2843	89.2047	56.2006	38.7732	52.1748	58.0152	48.02	41.0503	40.976	47.8698	42.0786	42.1842	33.6206
31361_at	61.4451	48.6533	61.6956	98.3753	45.089	76.7066	67.4723	66.3103	103.474	66.0906	59.9684	78.4002	95.7342	36.2741	69.607	75.3754	81.2999	127.254	104.358	62.1694	76.8942	88.0201	85.0794	133.226	100.663	94.523	63.0848	91.9853	95.5563	185.664
31362_at	525.531	274.4	555.429	518.373	393.436	367.514	362.789	818.189	317.867	450.856	484.2	476.447	419.348	487.09	315.179	327.451	509.072	463.836	516.385	420.794	468.921	409.95	290.301	398.754	313.097	352.876	386.146	411.622	378.084	633.814
31363_at	63.3815	97.6107	86.5813	100.007	83.5834	59.7265	81.9015	72.3864	30.5476	28.1054	58.5534	77.6309	46.0332	49.6104	44.0641	62.8715	55.8003	78.0803	72.3839	55.583	68.1104	53.1239	67.5876	77.1194	59.427	40.128	45.9608	57.5981	65.1428	66.7507
31364_i_at	42.1551	76.4803	40.8314	64.5556	37.9767	25.3888	32.0441	63.265	23.1236	51.4616	33.5305	122.607	33.3878	62.2331	8.33509	41.0709	63.5996	89.0135	91.5819	41.6502	15.5096	40.9333	37.439	39.0026	7.71372	24.8996	17.0918	27.3107	133.443	80.4573
31365_f_at	35.3628	33.4362	40.8391	25.7237	37.2049	33.8283	24.7642	44.4655	28.497	31.4636	29.4177	35.1966	28.052	28.6474	14.9761	38.6933	41.2467	48.2373	31.2198	45.726	29.9279	40.2747	22.5581	30.6064	38.4079	39.5852	21.9645	23.1307	13.3289	34.456
31366_at	41.3585	36.0266	67.7745	74.3733	62.4135	77.5616	44.5303	74.9449	28.4305	56.3495	60.776	71.1787	40.9863	96.1087	27.4297	50.9485	48.0243	62.422	40.2273	69.1047	62.0891	45.9247	23.7531	45.8393	90.7219	37.4736	47.0641	50.3714	62.4359	65.2421
31367_at	414.221	277.836	472.523	535.923	421.738	457.511	429.186	329.534	477.356	350.11	476.784	366.265	384.433	505.93	276.471	375.4	485.459	651.672	619.889	401.125	441.197	404.912	340.232	317.27	398.071	365.116	352.499	343.684	415.514	488.791
31368_at	7.78867	10.1442	27.8449	36.7232	34.8276	31.5644	39.8571	20.6677	31.9306	25.5478	24.1065	44.8824	20.5201	38.7569	24.7023	27.7318	43.9003	21.5972	51.1675	47.4472	37.3171	28.1599	38.3181	39.985	17.8899	28.1051	14.1074	24.0407	32.3496	36.4062
31369_at	10.0073	21.8802	4.41758	9.63718	18.5327	37.2924	24.8771	0.001	22.3685	7.70009	42.2712	0.826215	82.0011	5.83402	14.3276	80.9567	0.001	0.001	1.09004	5.92577	15.7147	18.8818	11.0137	79.8938	44.7975	22.527	84.2693	12.7139	14.5707	19.1333
31370_at	15.9687	18.6287	10.3034	26.7468	29.004	20.1867	28.9011	5.62553	29.0471	14.246	19.9966	11.0707	22.5184	19.9466	11.4217	25.6012	14.3813	53.1018	16.5971	15.1259	7.73253	9.4726	14.2701	22.3987	19.2882	27.1511	12.363	16.016	22.1673	18.7986
31371_at	150.991	84.0405	125.264	120.504	104.111	105.551	114.305	86.6288	109.113	86.476	130.139	144.93	117.731	143.326	92.5039	101.196	143.982	140.09	153.236	137.196	106.244	83.3888	141.948	127.534	113.415	99.4488	101.208	139.89	109.278	125.859
31372_at	753.917	608.083	666.534	780.234	428.687	777.135	662.679	398.845	697.386	488.753	721.443	653.097	793.125	749.732	558.836	691.433	634.297	714.059	199.39	517.757	636.908	662.546	547.255	736.783	596.908	708.625	695.394	651.74	575.397	913.554
31373_at	55.9653	40.358	88.055	97.0685	64.9411	66.081	75.7422	55.0869	64.714	61.1021	71.1995	73.0148	64.501	64.9462	46.0393	71.1227	113.49	71.2789	98.7187	60.8529	59.7543	52.7748	73.0703	74.4118	71.8615	53.0082	52.6434	58.6675	33.5733	120.929
31374_at	96.7355	97.6196	144.263	177.972	132.474	100.762	92.8886	73.8865	73.7539	85.7678	82.1877	146.889	73.364	152.298	77.235	107.851	154.846	130.328	119.465	130.022	112.917	94.8592	69.7484	171.437	117.287	103.734	69.0289	82.3788	89.862	89.9662
31375_at	461.852	313.705	431.122	467.494	453.259	401.208	404.678	328.262	500.725	405.498	391.858	394.879	380.442	607.359	276.476	423.801	676.152	573.355	379.221	610.627	448.455	452.256	445.416	399.749	455.491	351.224	345.28	444.4	407.5	445.125
31376_at	64.8887	58.5182	43.9144	42.6688	46.0908	56.5354	46.5053	16.5921	46.9917	17.6064	46.9224	17.2278	55.5547	29.7796	15.9393	55.682	37.5558	40.6071	31.0158	30.523	57.2338	27.8774	45.8252	35.797	33.1558	35.107	38.6228	22.2839	47.6383	20.4292
31377_r_at	168.654	81.9076	110.467	170.468	105.835	97.1881	96.4664	90.0226	173.541	115.187	111.275	134.069	128.149	130.755	110.471	99.0071	146.165	137.548	98.2754	120.447	96.6092	102.451	81.9034	127.703	83.1933	108.919	71.1641	92.0336	139.401	153.892
31378_at	113.878	95.7076	127.274	162.688	148.48	142.276	129.851	165.446	145.545	132.5	169.408	145.727	121.996	185.216	61.7625	147.483	183.695	292.418	169.09	129.44	148.576	116.538	83.3997	130.159	150.827	150.549	103.402	145.092	143.14	224.149
31379_at	116.227	119.879	103.577	108.979	103.522	119.3	122.098	62.5885	120.062	76.2044	116.994	85.4472	128.291	96.0372	68.1553	111.458	101.204	88.4872	80.4346	99.0464	122.071	141.046	87.0933	114.349	107.006	112.574	125.705	110.395	107.525	77.3768
31380_at	2195.69	2133.75	2377.21	2668.45	3079.43	2044.3	2391.88	2141.66	2228.36	2518.68	2483.02	3094.81	2259.33	3237.21	1758.56	2196.92	3160.11	1919.44	1613.57	2781.27	2545.36	2491.25	1739.91	2213.6	2425.69	2168.64	2199.65	2625.05	1758.03	2714.83
31381_at	466.415	390.208	507.045	654.275	566.56	482.993	431.119	532.527	581.958	679.394	541.004	518.192	486.034	568.74	374.786	370.766	562.324	466.901	590.754	571.036	580.94	515.466	330.472	474.004	487.059	639.159	406.857	541.038	507.734	659.609
31382_f_at	8.43538	8.68577	4.81069	26.6006	27.6478	15.2021	17.5434	14.3345	18.1398	9.51585	20.5542	29.3747	11.819	9.72106	21.0072	15.0789	21.9822	15.0561	21.3038	16.6153	8.76532	13.6847	17.625	16.6539	7.28187	12.9322	28.6231	14.9688	16.8736	17.0807
31383_at	11.8415	2.25967	14.0851	22.6006	13.067	17.3576	20.9265	4.2953	19.72	10.4397	19.5227	0.001	14.2625	8.94591	10.028	11.1979	7.03655	15.2986	16.1538	10.8116	35.5383	14.7291	12.106	11.1007	19.8896	21.3614	13.3703	14.6881	14.6825	15.0395
31384_at	32.146	39.4273	80.3205	75.6638	94.6776	69.4768	31.7228	43.1664	76.427	65.7667	64.0902	73.5616	33.4507	79.6038	33.3668	64.8031	92.0152	47.9106	118.419	111.414	72.8618	116.389	56.7322	73.2567	83.7196	74.9354	52.4407	68.6157	0.001	57.6159
31385_at	3452.5	3928.61	2100.03	3069.04	2339.05	2306.32	2756.24	3779.1	2894.4	3897.5	2740.04	3227.16	2507.34	3036.74	2978.68	3415.91	2892.37	3727.08	2705.91	2644.73	2970.11	2759.09	2799.9	2877.22	2948.13	3132.01	3425.17	2846.1	2493.27	3281.84
31386_at	203.471	153.985	242.455	264.689	208.116	235.349	169.942	155.977	241.66	203.86	211.024	196.77	205.954	210.298	161.787	215.613	244.973	319.989	199.477	219.263	190.689	221.606	152.914	241.793	231.667	228.706	190.4	216.285	173.73	241.461
31387_at	144.759	153.513	169.01	175.693	202.825	139.758	139.566	123.904	181.372	184.57	161.648	160.013	182.779	224.595	129.98	130.754	226.948	607.859	374.691	215.848	175.084	190.408	157.181	170.968	185.393	128.114	102.145	168.347	221.6	230.904
31388_at	21.5199	3.45072	31.2791	6.01286	14.255	35.6836	17.4804	11.8632	8.31936	7.94805	37.0419	19.1073	19.3035	15.1088	19.4414	13.4292	11.1886	14.3838	21.8854	15.967	15.3722	17.5051	15.3391	14.9668	21.8766	4.61637	30.545	17.2024	14.0263	22.4905
31389_at	430.291	240.347	399.102	466.988	411.101	452.937	352.648	297.877	409.696	345.292	462.841	313.736	371.06	387.384	245.795	382.792	364.242	366.429	262.641	317.026	369.145	456.127	380.414	381.176	445.904	437.953	374.893	367.674	218.661	329.625
31390_at	0.001	0.001	0.001	0.001	12.8379	95.667	12.2106	0.001	0.001	4.79875	149.464	57.8576	298.87	119.838	0.001	122.702	90.7394	284.464	277.494	75.8036	0.001	63.2993	0.001	334.532	50.8337	0.001	151.621	0.001	74.8298	369.853
31391_at	2219.08	1695.28	2533.06	2375.84	2047.64	2167.96	2173.82	1434.8	1924.45	1795.95	2236.16	1809.05	2279.23	1897.28	1810.39	2194.92	2338.28	1300.41	1454.54	2073.35	2164.41	2074.84	1958.99	2259.53	1888.85	2010.64	1788.24	2114.49	1944.21	1964.12
31392_r_at	83.1085	61.6792	77.4116	77.2533	88.7635	205.143	86.6309	52.8854	69.705	50.2829	160.926	59.2791	124.565	57.7511	56.9199	107.169	70.8154	95.659	82.9742	49.0001	77.4836	94.5218	125.159	104.332	111.372	67.6675	94.596	86.6568	126.409	141.257
31393_r_at	1940.25	2064.88	2175.53	2113.26	3222.07	2447.07	2174.01	1921.64	2664.69	1987.83	2277.99	2046.04	2005.47	2571.84	2162.69	2111.6	2574.74	2517.74	3090.22	2572.2	2145.53	2398.08	2578.52	2217.98	2584.88	2687.55	1800.15	2012.08	3209.85	1947.89
31394_at	104.058	109.661	118.684	126.126	119.123	94.4017	0.001	172.38	70.1189	157.735	111.152	167.762	82.0901	136.952	102.606	74.0666	151.456	227.478	255.907	139.073	93.6658	170.684	89.5228	74.6988	85.1258	81.7684	79.7185	114.11	180.855	98.0556
31395_i_at	19.4328	11.9133	34.4152	44.9817	19.3062	28.2273	19.0266	22.3328	20.3208	16.2893	31.7858	17.439	25.6264	15.3127	29.1603	22.3984	15.93	14.2919	8.96782	20.262	24.5626	5.7154	0.001	12.8005	25.5028	13.9822	28.369	23.45	21.9292	16.5901
31396_r_at	2796.77	2661.88	3328	3119.67	3917.13	3100.93	3041.47	2386.26	3111.12	2992.73	3043.15	3134.56	2980.28	3655.7	2532.15	2732.63	4036.79	2984.7	3357.85	3938.35	3059.49	2739.27	2625.77	3845.65	3010.89	3308.57	2481.36	3081.71	3009.64	3328.47
31397_at	32.1795	3.81485	12.3791	9.28231	0.001	6.42614	0.001	0.001	1.19755	6.06247	13.1143	0.001	13.918	2.37907	0.001	0.001	9.59966	9.38148	0.001	0.282435	0.001	0.001	11.4982	18.5419	0.001	9.97889	9.20511	4.13421	1.27595	0.001
31398_at	31.7233	26.4212	28.5295	54.6657	58.7106	28.0184	45.3517	44.4593	50.5617	22.6396	46.9339	0.001	33.4598	42.2166	13.5366	37.0042	23.5524	58.4531	18.0273	10.9947	45.1681	50.7639	60.4329	47.6528	56.5567	44.7967	25.1977	37.9983	40.8087	55.8552
31399_at	302.75	213.707	330.13	420.486	507.582	305.322	411.752	313.215	434.909	397.65	461.514	450.774	360.973	536.153	434.854	354.094	478.655	1053.32	1024.97	437.094	383.076	422.551	411.845	292.81	373.831	436.245	215.028	437.036	775.213	557.111
31400_at	228.119	296.397	290.19	202.957	281.419	230.725	247.185	277.868	248.579	181.709	192.857	226.969	186.059	174.727	293.951	246.677	160.437	185.26	303.234	202.791	245.155	276.267	324.073	227.559	248.73	293.881	232.267	188.453	212.478	121.274
31401_r_at	0.001	0.001	0.001	3.16071	0.001	0.646766	0.001	0.001	0.001	0.001	1.12002	3.31874	3.06109	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.624212	0.001	0.001	0.001
31402_at	57.5046	84.9625	44.6814	89.5258	36.5404	61.4547	74.3076	36.0818	63.3991	36.7601	70.1899	73.0649	74.4933	33.035	68.3905	57.4849	35.5222	38.0267	39.0636	36.5408	49.1726	70.4941	69.7584	77.763	53.6102	67.1018	55.6228	43.4047	165.284	84.4489
31403_at	303.168	203.826	362.02	387.257	443.909	388.167	313.54	281.283	370.005	306.875	350.821	286.275	334.455	377.868	387.481	275.395	324.23	359.032	324.136	329.953	358.524	391.826	348.832	345.557	361.187	386.537	248.001	358.255	336.688	390.305
