row.names	control.diet.19300	control.diet.19301	control.diet.19302	control.diet.19303	control.diet.19304	control.diet.19305	ketogenic.diet.19306	ketogenic.diet.19307	ketogenic.diet.19308	ketogenic.diet.19309	ketogenic.diet.19310
1370394_at	17.1891	65.3972	32.8635	43.962	47.8636	46.1779	33.9956	59.5412	9.49995	23.6663	47.7585
1387945_at	3.55655	2.95566	2.44494	2.37266	2.43656	2.71786	3.43689	3.0799	2.57653	2.80659	3.04421
1370395_at	111.539	108.118	83.6096	109.334	100.199	105.585	102.198	104.854	99.5456	72.9381	108.906
1370396_x_at	25.5817	25.0206	42.1215	37.9911	46.333	41.1363	22.9069	16.9535	26.4133	19.9285	37.5293
1387946_at	82.5819	80.4744	57.8421	58.8814	70.045	49.6744	65.2751	45.1561	38.7147	35.9867	35.0601
1370397_at	105.562	91.294	88.1761	149.107	97.3055	51.4059	56.3936	73.1235	76.4999	58.1631	39.3886
1370398_at	76.8351	80.8956	70.9166	84.3726	69.0577	79.7962	94.4269	86.0736	87.0476	89.2966	89.6928
1387947_at	23.5369	30.8628	27.3436	21.8647	18.0523	28.5894	24.98	32.0989	14.8825	17.9146	33.5326
1370399_at	116.128	135.068	165.77	147.236	140.451	148.873	88.2651	83.8817	127.229	73.3443	86.8544
1370400_at	17.6808	10.3643	13.0297	19.2719	30.0842	21.3277	17.5934	9.04407	6.83606	1.05792	8.86417
1387948_at	141.111	156.573	154.243	145.8	146.013	173.269	146.455	125.043	153.314	123.484	146.527
1370401_at	7.10012	5.11302	5.97786	5.1067	6.57374	5.29401	3.89421	2.94509	4.29347	3.31612	4.86484
1370402_at	71.8359	136.044	104.054	90.097	71.6382	102.666	72.2135	52.7842	85.4014	80.0591	71.2198
1387949_at	9.67771	9.11568	7.00852	9.36145	6.55843	11.1452	8.85218	6.6921	11.3794	6.34538	7.17297
1370403_at	15.123	63.7247	15.5608	10.1725	24.3678	30.997	25.3199	5.25568	31.9995	27.6754	32.1836
1370404_at	43.3194	49.2516	35.7302	33.4333	36.9714	28.6667	35.9419	33.336	50.4955	15.4876	26.7293
1387950_at	71.3723	92.2628	66.401	77.1858	74.8289	63.7419	53.8751	59.2984	59.2429	52.9343	62.5244
1370405_at	3.28513	2.14983	8.87892	1.18728	2.76632	2.71663	1.92114	1.48727	4.0648	2.76648	3.36743
1370406_a_at	42.6429	40.2002	32.8073	36.6858	40.7908	31.5101	31.4195	37.9523	25.4473	34.5242	30.0603
1387951_at	29.7716	51.8611	36.7588	26.9952	39.0068	17.2751	28.4455	40.1606	29.8023	18.4274	30.8188
1370407_at	167.423	128.826	141.397	147.847	165.977	109.922	119.479	145.857	108.057	147.773	167.752
1370408_at	75.3055	71.7878	68.105	58.0901	80.8653	54.1438	54.5625	58.0901	56.04	51.0344	54.0155
1387952_a_at	64.6844	72.0925	74.0258	70.9957	73.3759	64.6977	52.3483	44.7125	55.7666	49.6818	58.536
1370409_at	116.905	158.144	139.852	137.278	143.684	132.491	104.689	99.4958	122.56	90.3333	109.095
1370410_at	163.756	156.056	189.557	151.81	158.211	163.656	126.862	115.944	157.949	100.483	91.4656
1387953_at	100.321	107.883	93.1916	97.4541	81.2152	93.0215	80.9099	70.8107	91.6148	75.3018	85.3924
1370411_at	294.867	272.825	245.579	283.883	289.491	275.631	154.266	150.402	220.432	154.592	175.836
1370412_at	2.06503	10.2992	14.9254	19.851	8.45499	1.60062	20.6944	0.963129	1.39508	4.06362	2.59232
1370413_at	54.0189	44.7889	57.0054	44.3773	51.4442	33.061	48.3749	52.2473	39.4614	59.6927	62.7507
1370414_at	107.668	93.1056	82.3725	110.621	88.113	71.9724	76.4329	73.641	76.6794	81.1147	106.875
1370415_at	128.99	151.112	127.634	141.272	139.681	135.655	92.2386	114.735	142.879	103.497	108.382
1387954_a_at	54.772	72.7795	38.0647	43.0693	45.803	68.2847	60.3642	59.3515	57.9017	45.3872	66.6808
1387955_at	2.91398	7.12195	0.58628	1.78611	0.447888	2.04249	0.976659	0.283172	2.00292	3.59413	0.763249
1370416_at	40.1838	37.8002	38.4851	43.1616	30.8438	60.8771	39.0898	18.4303	43.0772	18.7091	37.1032
1370417_at	19.5551	11.4014	15.6732	11.2883	33.3941	26.5554	27.2999	15.3586	7.87449	6.87965	14.8317
1387956_s_at	3.46698	4.53632	4.59952	3.45955	6.81416	6.82794	4.11062	4.31479	5.11814	4.63421	3.68687
1398305_at	120.698	107.72	89.7624	98.8013	98.5091	105.615	80.9388	97.5589	95.3234	105.985	76.2798
1370418_s_at	298.616	280.835	236.916	248.278	300.923	293.487	305.791	329.778	263.141	408.505	338.522
1387957_a_at	206.477	234.298	239.829	238.362	229.01	240.195	221.603	277.683	248.797	218.018	225.969
1370419_a_at	90.5656	126.012	157.196	145.769	150.507	126.919	101.512	93.8578	110.772	82.8645	84.0907
1370420_at	165.775	220.868	218.405	198.654	184.8	187.473	134.094	134.917	184.583	144.156	132.809
1370421_a_at	81.3987	82.342	64.0937	41.5984	51.3554	45.6967	48.4729	70.915	42.4776	63.6364	66.6495
1370422_at	37.376	33.3787	40.5021	35.0246	41.1862	70.1516	61.7012	21.7915	41.0285	34.0604	35.7766
1370423_at	85.2582	82.6601	77.7056	103.589	87.1209	94.1482	72.3225	57.7552	66.0571	57.7475	86.3955
1387958_at	66.3926	55.0783	57.2599	57.1591	60.5189	57.6923	50.9154	56.3534	51.8597	38.6964	50.1129
1387959_at	10.3821	10.5612	9.62543	10.295	11.4675	10.6701	9.56491	6.96131	8.57566	7.61005	8.9224
1370424_at	22.6764	13.1685	23.137	19.1831	11.8012	23.187	17.8617	11.993	18.8552	6.78751	25.3052
1370425_at	3.72843	3.90667	3.67395	3.378	3.93062	4.41876	3.27587	3.42093	3.97259	2.75454	4.75507
1370426_a_at	1263.87	1295.37	1367.96	1368.92	1388.99	1253.08	1252.52	1381.67	1322.69	1316.77	1246.84
1370427_at	121.542	132.6	135.718	129.137	158.278	146.179	123.229	124.862	126.2	123.502	134.147
1387960_at	31.375	31.1903	38.3078	36.0244	45.3659	42.1098	45.8819	22.4911	31.493	19.5178	26.7719
1370428_x_at	82.2815	55.8553	56.1214	89.9388	92.8787	55.7604	62.5405	72.0462	69.4347	41.5369	50.8468
1370429_at	22.4547	12.7401	16.6173	47.3813	29.1562	16.4771	44.336	24.7965	10.217	17.9846	28.7075
1387961_at	602.807	597.51	502.216	546.479	604.024	540.002	478.808	446.375	544.639	557.472	523.876
1370430_at	122.101	107.577	118.929	140.809	109.307	82.6968	109.218	154.735	125.478	140.482	141.094
1370431_at	340.134	304.768	300.148	292.25	310.861	347.962	357.224	346.809	352.409	390.663	346.877
1387962_at	335.161	337.221	369.632	319.133	338.794	389.791	397.093	369.969	387.251	402.401	362.562
1370432_at	126.133	79.8579	73.7971	84.406	88.8961	78.5983	96.1513	119.248	67.0244	108.88	140.637
1370433_at	135.079	138.127	135.49	126.014	129.071	125.677	93.6885	99.0435	115.402	98.538	98.4448
1387963_a_at	155.767	165.199	197.447	161.548	160.658	173.458	98.6485	110.974	163.521	81.5189	111.865
1370434_a_at	1494.01	1675.9	1945.59	2032.99	1590.83	1581.89	1758.33	1750.24	2021.79	1772.25	1640.97
1370435_a_at	43.295	43.2911	31.6776	49.9238	40.9195	38.574	32.6221	46.5109	41.7601	25.7867	43.7096
1387964_a_at	90.6503	89.4545	88.808	69.3672	83.204	85.3951	70.3707	60.8739	74.6899	60.3607	83.3274
1370436_at	70.7556	74.4137	79.182	67.6639	69.0163	83.7231	49.5226	41.8958	67.1413	43.4735	49.895
1370437_at	87.8453	92.473	80.2868	89.7569	64.2409	80.5432	64.8858	33.4728	50.9171	39.226	63.9936
1370438_at	218.061	251.704	235.046	232.427	278.893	312.155	354.221	369.373	313.472	335.62	321.797
1370439_a_at	269.894	233.291	271.729	243.328	238.044	262.581	265.585	283.455	261.084	257.904	284.287
1370440_at	218.822	233.83	191.423	232.042	184.199	183.79	152.213	119.484	195.273	142.954	173.081
1387965_at	41.7919	49.659	45.5865	40.1596	31.9928	23.732	29.019	27.0176	20.3653	33.2743	33.4117
1387966_at	240.23	196.803	192.117	238.542	203.315	225.837	217.396	289.363	244.736	214.496	251.777
1370441_at	24.566	28.3488	19.933	21.1968	21.177	10.0502	24.7528	10.7808	18.1518	10.0164	2.35754
1370442_at	43.5763	50.7156	41.333	39.5904	46.8441	40.4227	72.9896	55.1341	45.3078	51.9643	41.8316
1387967_at	1.74769	0.454083	1.13612	0.821817	9.02599	2.197	3.13869	0.586713	0.127396	2.24612	1.4247
1370443_at	83.8544	49.5006	61.3351	64.0169	57.1322	41.7174	71.163	59.4732	58.4722	59.6071	71.4285
1370444_at	281.791	187.82	176.273	207.374	273.823	246.213	343.198	254.209	201.847	272.921	260.024
1387968_at	277.997	230.737	251.625	274.284	263.501	304.519	346.008	394.31	266.953	378.697	313.126
1370445_at	122.017	134.298	155.905	130.234	152.701	113.671	113.903	84.1989	116.05	80.7906	104.971
1370446_at	119.109	129.602	134.363	149.809	127.128	143.941	130.063	102.193	134.865	111.329	114.374
1387969_at	40.6979	38.7627	46.085	42.0309	49.516	56.4802	33.8058	33.7055	41.7551	45.5064	38.9001
1370447_at	42.7405	36.171	37.5511	44.1851	40.0152	50.1272	36.3137	29.078	44.3899	20.3751	33.6564
1370448_at	62.2169	59.9375	53.0582	46.9262	58.2163	51.9098	56.5727	45.8991	43.5955	50.0574	52.6213
1387970_at	152.379	129.652	159.949	157.525	181.985	133.583	115.808	93.7985	141.527	69.0578	95.9076
1370449_at	61.1934	52.7473	56.5066	22.9936	64.0817	55.7194	59.1597	51.6396	41.1509	43.9887	31.7425
1370450_at	93.9957	110.338	92.1973	109.606	118.453	113.623	117.579	128.635	80.3737	118.39	120.096
1387971_a_at	768.117	774.597	744.233	646.744	666.234	611.299	599.47	661.044	632.42	602.487	662.537
1370451_a_at	59.8807	52.7808	53.3047	43.1843	44.1138	55.6177	58.9967	53.4784	52.1304	37.3855	35.6404
1370452_at	142.241	145.498	130.512	134.653	135.493	132.018	160.814	150.773	140.174	143.038	141.164
1387972_at	76.0999	84.9927	72.7018	76.8897	77.5846	63.8066	71.652	54.2195	108.508	60.0606	70.7375
1370453_at	62.3214	29.7076	62.1969	34.439	29.6044	56.9252	20.0836	39.8837	62.9994	13.4222	57.8908
1370454_at	183.88	193.15	203.203	221.8	219.635	232.718	248.729	238.768	200.455	204.202	252.601
1370455_a_at	71.1248	78.5895	80.0957	81.2774	70.4981	74.2611	76.8912	118.962	71.9694	91.7016	84.2458
1370456_at	23.6265	30.2734	34.652	33.7791	33.5344	22.616	34.1977	21.404	27.0768	29.7544	30.3047
1398306_at	42.0763	43.3758	36.4259	36.2396	39.7797	37.5695	48.9097	33.218	36.7998	23.7396	36.4072
1387973_at	71.6948	92.3787	53.3978	50.9728	40.7501	56.9075	49.6562	39.6139	44.8185	39.6098	44.3498
1387974_a_at	47.7215	60.9464	44.4205	50.5873	59.3393	48.3225	46.2717	48.0672	58.6647	37.3497	31.1407
1370457_at	11.4409	3.40088	3.34464	3.29424	2.73328	3.87671	4.05836	18.4977	3.31469	8.35967	12.8618
1370458_at	110.053	103.773	117.619	107.593	124.491	125.514	131.426	139.268	111.044	135.226	118.462
1387975_at	163.054	196.553	184.055	156.518	175.269	195.363	175.736	169.289	154.056	174.919	190.16
1370459_at	78.7549	78.9641	78.6258	80.4361	85.7541	73.6497	64.7781	56.3967	73.8898	56.9686	78.3751
1370460_at	51.5532	78.6562	50.9517	67.6047	87.5988	90.8649	46.6072	53.2181	41.4997	46.6752	56.2096
1387976_at	62.7256	66.619	63.8726	60.2952	73.8362	69.3449	61.3995	54.4284	52.9843	43.9562	58.6468
1370461_at	51.1722	82.1183	64.2152	96.5846	72.8963	68.468	72.7625	66.8353	25.404	46.0944	50.9024
1370462_at	66.934	132.773	92.3076	114.823	101.879	75.9304	83.4825	56.1168	60.8796	60.964	57.1594
1387977_at	134.423	84.6599	89.9662	92.7612	81.9727	78.8409	71.1733	88.9288	70.5112	62.2328	85.9228
1370463_x_at	34.4564	20.0557	40.0391	15.0108	18.3168	37.1192	33.135	6.45452	22.2659	8.66858	31.2298
1387978_at	103.922	105.216	91.9234	109.378	99.8206	93.0759	100.948	104.59	89.1705	119.391	99.374
1370464_at	31.6815	26.3627	34.583	40.4884	32.0271	26.8423	47.6377	23.3182	28.4481	40.7255	31.5353
1370465_at	30.7459	28.1665	35.0381	33.2583	38.6234	17.2461	64.0627	64.1647	29.1806	51.4256	18.5962
1370466_at	22.3779	14.0481	20.3572	12.0788	9.4991	4.78134	27.2103	2.86847	8.51904	16.0373	19.4448
1370467_at	7.40494	6.15434	14.8274	5.84889	6.35757	6.55212	5.11622	6.29788	6.06045	7.80547	5.90388
1370468_at	1.83428	1.15522	2.15396	1.06985	1.1545	3.74721	1.41244	2.42482	1.53362	1.63516	1.80805
1387979_at	114.003	135.956	164.973	129.616	125.655	137.65	99.9664	110.398	122.956	112.237	112.826
1387980_at	20.0639	22.8908	6.31368	25.5627	34.1642	15.749	24.2663	13.4803	10.5114	16.496	23.625
1370469_at	15.1649	9.68598	10.1018	8.82441	12.3192	11.0612	11.4389	11.9147	8.02321	7.92563	8.27914
1370470_at	9.57533	8.86889	23.2756	10.2397	12.1587	33.1529	6.11957	13.1231	8.17925	17.6206	5.62594
1387981_at	11.8468	20.0126	33.1052	16.3735	12.2337	10.2467	10.1273	15.7875	25.4496	11.5808	18.2499
1370471_at	20.0506	13.0545	25.8621	25.044	22.4191	14.2504	20.2859	9.81019	18.1795	20.3092	6.28141
1370472_a_at	17.3128	35.5383	12.4561	29.6015	31.3072	44.1237	38.1322	31.9552	33.6334	35.9767	31.1425
1387982_at	62.7908	52.9675	59.8138	59.6304	63.8094	61.2356	22.2392	30.7986	49.4617	25.3286	21.6854
1370473_a_at	91.7831	82.3993	49.0612	58.1946	80.7728	82.3402	69.7939	97.3477	89.87	60.4741	76.0787
1370474_at	51.1136	70.9542	48.3043	63.5665	51.4482	47.3374	66.3303	70.6507	66.0113	40.8171	52.584
1387983_at	56.9854	61.9577	55.3571	29.1047	60.7817	52.8515	45.9797	42.6703	57.9445	46.9566	46.6104
1370475_at	64.2	67.6776	64.9719	51.1229	61.0413	42.2489	47.8488	28.6668	43.7119	40.2555	27.139
1370476_at	99.5745	101.501	109.772	101.369	82.1063	97.7721	74.7938	118.489	89.4544	94.5111	98.7388
1387984_at	4.66189	2.20534	4.7799	3.451	5.25022	6.49451	17.8358	3.06388	5.07636	2.55721	17.3186
1370477_at	6.53171	11.008	8.53636	4.44302	6.09498	6.12234	17.2432	4.42421	5.62823	8.23931	8.70352
1370478_at	11.9507	12.5671	13.0031	12.5612	11.3446	13.4337	66.0499	49.0257	11.9279	58.0985	9.56598
1387985_a_at	12.1859	14.3463	14.0881	18.574	10.446	8.17833	14.6745	24.7894	14.7774	16.6338	7.03322
1370479_x_at	3.67252	17.1336	3.19616	10.3187	3.9123	3.15178	2.64234	1.79164	2.63814	5.9461	2.41997
1370480_at	15.4912	11.473	16.2469	9.48433	25.4242	17.0134	2.22632	16.5639	20.6973	18.1592	21.8984
1387986_at	91.5076	94.1165	105.114	101.7	105.327	96.5428	73.4726	67.5545	78.4335	60.45	74.4684
1370481_at	38.094	54.6368	18.6523	26.7732	26.2002	18.1333	29.0568	41.1878	19.5089	6.79785	14.4512
1370482_at	133.322	173.01	112.471	127.595	138.798	129.084	105.06	103.458	111.549	77.8815	105.38
1370483_at	11.5084	8.72624	8.28611	8.72529	9.89182	20.8402	11.7772	14.9408	8.33999	11.6731	12.113
1370484_at	75.248	75.1257	84.4859	76.4857	80.713	76.992	53.0851	56.3658	79.0992	50.1205	43.595
1370485_a_at	29.6191	51.1583	45.5181	28.9161	35.7424	33.1725	35.405	20.8187	30.0201	35.2674	34.5604
1387987_at	53.0895	70.5209	59.4046	37.1515	47.7892	33.6588	30.2095	55.618	10.0003	26.4239	45.3457
1387988_at	72.3599	79.5772	79.2179	74.0586	76.2714	67.2388	44.3835	25.8933	55.7947	47.2024	47.9592
1370486_a_at	20.6684	3.29619	44.6306	41.4976	35.8761	35.7916	18.1544	26.0016	53.2376	23.3769	21.6321
1370487_a_at	111.21	122.939	107.953	109.978	108.748	95.9105	79.6945	84.0433	107.522	77.7543	87.3325
1387989_at	53.7352	55.9272	49.6273	61.8622	46.7954	45.7928	37.4591	43.6842	42.0002	42.9848	53.3572
1370488_a_at	171.816	196.96	169.59	179.806	175.47	148.553	129.567	201.61	159.898	189.347	187.843
1370489_a_at	4.12009	1.42112	1.13574	1.1974	2.09918	2.3726	5.72482	1.31387	1.60614	1.64157	1.93189
1387990_at	23.9069	14.9949	19.1276	14.8813	19.8672	21.2385	29.1038	4.25274	20.5505	24.4071	29.7574
1370490_at	87.149	69.7999	48.6979	61.8856	77.0176	41.1906	45.401	50.3008	45.5184	43.5245	47.2232
1370491_a_at	34.683	29.0005	33.2932	28.5156	40.3164	34.7354	20.2355	27.0273	30.6881	19.5408	21.8536
1387991_at	102.976	81.5578	126.541	91.5817	196.713	100.009	89.1934	63.5758	129.271	52.1638	79.9862
1370492_a_at	45.2712	43.3239	55.6526	40.3591	61.5898	41.2149	44.4773	41.1032	49.2119	32.8198	36.2334
1370493_a_at	4.5922	0.878548	1.08926	1.54101	1.36409	1.23041	1.41716	1.49711	1.82052	0.716817	0.930336
1387992_at	12.7278	29.8159	4.25367	7.81423	8.17673	8.55772	20.9279	16.2035	8.66642	17.2293	14.6302
1398307_at	21.0063	20.3331	5.12035	5.89816	6.96809	30.9788	22.2061	10.3412	5.57966	17.7477	26.5608
1370494_at	53.2539	74.6376	58.2941	75.2448	79.2483	69.708	61.6166	49.4505	76.6883	51.3199	48.35
1387993_at	53.7653	62.0776	46.6775	42.0907	51.8037	42.0925	44.5397	45.5437	30.7584	34.7289	42.0225
1370495_s_at	50.0793	64.1554	39.2526	50.9098	58.3644	32.0693	38.0227	29.4002	39.9669	27.5162	50.0543
1370496_at	26.5643	43.6114	26.4403	28.5615	40.7661	24.1412	32.8751	5.73708	13.4726	21.6287	6.96488
1387994_at	61.433	62.501	62.959	41.0417	47.3024	49.4464	45.4465	30.0763	30.7724	30.8383	54.5846
1370497_at	41.5576	23.8792	17.1905	50.0426	43.2298	53.2913	27.4293	23.7144	41.9232	29.3109	16.0612
1370498_at	7.54865	9.16639	7.80815	9.30546	20.2328	9.77921	22.0265	6.78332	5.29058	11.3767	4.38054
1387995_a_at	124.348	129.724	140.093	135.126	138.579	119.516	105.833	85.7995	104.285	76.0884	111.418
1370499_at	27.8094	25.6887	10.442	15.9814	26.9908	5.98758	18.5785	3.68016	21.3043	16.3055	14.0846
1370500_a_at	677.589	891.187	1031.29	925.058	672.049	678.17	831.209	867.619	938.936	646.154	709.12
1387996_a_at	37.7085	44.5287	38.7196	29.1176	42.0204	35.5982	29.3221	23.5209	40.48	33.6261	44.5577
1370501_at	184.59	174.402	197.62	162.366	175.195	150.994	116.02	162.439	145.065	130.371	132.394
1370502_at	16.2849	25.3383	31.4562	11.9128	27.1749	19.1475	15.2406	26.1484	27.0315	31.2982	22.1602
1370503_s_at	161.971	170.164	165.107	167.46	147.688	191.02	209.989	238.079	200.668	250.303	214.678
1398308_at	58.0917	60.8819	56.3944	53.5854	49.3796	31.9103	48.6844	49.7627	43.0019	48.3167	51.145
1370504_a_at	219.622	243.523	322.805	216.47	224.718	423.321	147.821	185.516	302.501	231.55	183.709
1370505_at	181.154	153.228	161.482	164.752	158.379	174.156	121.611	122.361	170.787	113.203	137.132
1370506_at	119.162	111.342	108.495	118.343	156.19	116.708	177.395	147.404	135.756	140.204	137.109
1370507_at	247.695	266.947	324.2	257.681	363.322	263.367	274.119	381.741	263.702	278.648	300.357
1370508_a_at	18.3879	18.8723	36.3094	41.792	48.4905	47.7735	61.1165	73.7055	22.6203	77.9685	52.6226
1370509_at	53.7817	63.0482	53.8352	55.7575	66.7984	72.4505	46.4578	44.7597	57.7602	35.3855	43.3178
1370510_a_at	111.876	117.154	129.584	121.296	123.169	125.522	101.596	85.1047	119.485	98.5326	95.4021
1370511_at	1.93959	1.76286	2.48315	2.18931	1.9019	2.44058	1.64984	1.60984	1.67417	1.22177	2.36728
1370512_at	159.4	157.476	168.338	165.013	176.965	174.077	180.429	157.521	149.251	169.792	163.121
1370513_at	72.8156	61.9731	72.9134	63.1182	55.5297	48.7852	47.045	36.6205	66.8254	62.0653	63.0085
1370514_a_at	10.4748	36.5535	10.6153	2.76939	26.5009	15.364	11.8583	8.44092	6.30738	22.0194	33.9588
1370515_x_at	61.7795	66.8063	30.2822	44.6641	62.2001	44.9181	49.3271	27.978	20.241	42.8102	57.3803
1370516_at	34.9025	26.0097	21.8866	25.957	25.5844	17.2967	32.2433	29.3206	18.3216	20.3687	29.1484
1370517_at	1111.8	909.253	832.733	955.898	1108.96	1070.73	1657.27	1777.49	1135.63	1780.19	1390.74
1370518_a_at	177.7	184.27	192.349	179.519	157.858	171.494	160.443	233.291	205.949	254.273	271.764
1370519_at	590.137	742.199	691.887	678.237	680.937	779.649	718.175	792.357	766.076	807.246	788.55
1370520_at	43.562	35.1613	41.9961	36.8983	35.838	33.6828	37.0772	24.5919	28.4373	36.0189	37.6526
1370521_at	127.312	145.337	145.677	147.528	151.175	144.787	138.647	149.661	154.09	140.32	131.799
1370522_at	3.77438	3.57185	3.80825	3.38479	3.61958	3.47739	4.62172	3.38907	3.28261	3.65695	3.18597
1370523_a_at	113.185	74.9577	91.4749	124.101	110.525	85.729	171.276	193.133	52.951	224.581	128.152
1370524_at	443.625	389.64	388.974	393.657	467.859	323.126	361.762	310.011	356.731	418.344	385.852
1370525_at	138.109	128.667	132.557	115.258	120.123	82.936	134.656	130.045	118.977	193.132	166.653
1370526_at	58.4199	52.9441	62.2545	68.9153	64.6143	68.1347	59.2334	72.2299	62.2272	46.4796	49.9473
1370527_a_at	196.998	292.671	227.878	200.574	202.732	223.484	233.085	238.724	224.949	271.006	216.77
1370528_at	95.5867	123.055	94.6469	90.5967	127.147	133.955	85.5319	93.8146	87.3466	67.4023	49.6143
1370529_a_at	116.021	122.739	112.276	123.185	116.154	114.781	102.562	78.4919	99.7565	94.6031	100.119
1370530_a_at	100.344	85.2423	96.3285	101.587	92.6548	81.5448	92.0569	79.2431	68.0225	78.9514	100.866
1370531_a_at	16.2397	12.4157	8.94176	31.0151	6.20422	12.1654	7.35003	5.25405	4.6662	16.7706	14.9319
1370532_at	25.3027	26.6807	33.7114	40.0938	48.406	40.1315	39.1013	29.6792	25.7231	22.1271	16.891
1370533_at	111.296	122.587	115.839	105.537	117.369	113.522	109.699	126.948	133.2	163.406	139.482
1370534_at	6.22891	3.94215	4.12484	3.6781	4.02695	4.39805	4.07431	5.20721	4.13433	2.99918	7.95505
1370535_at	562.17	656.91	647.013	645.878	653.182	778.232	625.394	698.616	681.02	639.362	512.179
1370536_at	17.4907	3.63645	5.92968	19.1202	14.2321	19.9978	17.8504	19.8467	15.4209	10.9359	21.1725
1370537_at	33.5917	34.709	23.1564	40.6945	31.6782	30.1008	10.5137	26.818	26.181	25.9887	27.6764
1370538_at	71.232	72.474	48.3568	67.0824	75.1978	72.8687	50.7895	59.4723	76.6227	46.1756	46.9978
1370539_at	98.7839	100.424	110.633	101.864	103.177	105.196	117.344	105.006	80.9897	86.7643	104.22
1370540_at	23.572	24.5789	23.0881	32.9725	30.6601	19.3125	29.3481	16.2314	21.3699	32.8245	19.907
1370541_at	165.435	172.878	176.657	175.66	166.946	148.245	161.403	171.062	176.51	174.408	185.435
1370542_a_at	149.84	160.956	127.689	157.195	164.279	133.498	71.2841	81.0759	153.483	86.143	90.694
1370543_at	229.32	229.034	265.417	235.453	282.8	227.828	242.901	207.167	243.015	268.386	271.83
1370544_at	123.901	128.469	96.1087	112.648	112.749	120.481	199.86	224.227	150.661	165.111	181.988
1370545_at	210.258	125.346	202.622	223.653	243.428	195.567	189.361	222.203	171.66	277.364	198.987
1370546_at	108.923	100.951	110.568	90.6091	111.048	106.669	63.2041	68.8067	60.0424	61.1584	74.8919
1370547_at	60.744	73.0894	65.9485	63.3216	68.0849	56.434	41.6023	33.6199	63.7422	33.2101	37.1013
1370548_at	15.4776	16.6805	16.8801	13.6703	18.7619	12.7609	10.5482	13.1582	13.2244	9.81639	16.1876
1370549_at	91.7547	135.883	107.072	81.56	54.0094	78.0207	101.005	135.83	85.5753	128.798	112.723
1370550_at	216.664	229.434	271.655	207.365	243.188	329.262	255.266	260.687	237.403	162.459	251.781
1370551_a_at	163.402	220.516	219.173	220.271	158.544	250.815	119.562	159.674	223.378	136.242	126.195
1370552_at	26.9806	31.6589	33.4581	21.9251	10.0748	20.6276	22.7893	13.2371	19.0875	16.6543	30.5114
1370553_at	15.0069	24.2736	26.5054	26.2217	23.0184	17.681	28.6142	21.4427	37.9469	28.0947	20.9592
1370554_at	140.742	175.346	131.807	150.797	142.038	122.642	158.627	210.657	149.419	180.647	188.983
1370555_at	468.335	335.064	371.651	340.957	396.513	370.074	365.125	322.07	349.535	369.715	503.655
1370556_at	328.591	355.273	372.139	332.465	376.542	344.954	261.099	303.734	261.234	309.402	308.405
1370557_a_at	91.1124	72.5397	23.6621	68.1581	63.2259	52.1941	62.4494	60.118	73.5981	60.1935	50.5465
1370558_a_at	47.8099	82.8891	53.6829	57.6457	77.7686	70.6432	53.0867	49.9348	74.7189	61.5951	85.6721
1370559_at	96.701	110.874	103.357	113.017	122.926	125.395	111.985	128.934	136.115	136.03	115.216
1370560_at	49.8246	58.0317	80.6006	74.5291	70.4254	64.8032	49.0807	23.9875	60.1138	30.524	31.1339
1370561_at	76.0174	62.2801	63.1387	51.9304	67.2094	60.044	46.1827	29.8889	57.0056	44.4235	53.0847
1370562_at	12.3494	36.4549	15.6548	9.65477	7.5442	7.85044	7.76911	9.27576	5.53064	11.6958	25.4501
1387997_at	5.86614	20.1994	9.16254	10.1618	6.99703	10.227	14.7198	12.902	5.3581	3.77984	6.27815
1387998_at	62.5236	65.7442	71.5184	59.7286	64.5534	63.9571	46.4815	61.903	56.7384	58.9615	58.4185
1370563_at	11.4636	16.7803	3.98624	7.0982	5.09965	9.24283	16.9808	5.86224	12.057	19.3165	24.4464
1370564_at	10.0767	7.4583	11.1608	8.00128	6.39996	9.94798	26.7058	22.4602	25.5105	10.348	13.7071
1387999_at	38.1313	46.5617	36.5122	23.5152	30.7434	38.7147	42.3051	37.5884	37.7313	42.2488	38.9816
1370565_at	30.4048	35.7616	44.953	33.9385	46.6796	31.772	30.4501	16.2318	39.7582	19.2206	12.4488
1370566_at	59.4961	108.765	60.688	61.0255	29.1235	54.3493	46.2119	49.2782	60.6668	40.3406	61.2907
1388000_at	435.819	446.233	495.734	459.533	535.497	609.146	574.037	564.046	510.851	723.695	770.857
1370567_at	16.7222	9.95141	56.8446	11.7868	51.7995	90.206	35.0449	43.1822	46.9443	30.9464	34.7211
1370568_at	130.981	134.034	122.902	128.879	143.345	150.081	143.344	89.7486	126.014	81.236	111.521
1388001_at	47.257	50.3363	27.7705	33.1996	39.9665	24.3549	24.0136	29.6267	8.33123	13.6301	23.3022
1370569_at	125.032	118.892	143.973	137.404	144.538	120.733	86.4662	92.879	132.58	92.0264	109.924
1398309_at	220.611	222.705	177.184	171.034	195.061	200.717	166.547	194.53	220.609	145.579	179.34
1388002_at	52.2551	88.512	93.7792	47.9933	83.5995	98.2865	96.3489	149.202	96.6065	122.343	136.37
1370570_at	260.411	229.913	203.073	193.466	248.07	279.857	308.953	268.572	235.338	282.061	297.493
1370571_at	115.321	112.156	107.486	107.77	118.441	160.642	111.258	100.499	98.2531	111.349	105.445
1388003_at	44.6342	69.0368	46.3199	70.6913	70.0159	57.056	55.7752	48.4766	80.7243	57.5228	62.0786
