row.names	control.diet.19300	control.diet.19301	control.diet.19302	control.diet.19303	control.diet.19304	control.diet.19305	ketogenic.diet.19306	ketogenic.diet.19307	ketogenic.diet.19308	ketogenic.diet.19309	ketogenic.diet.19310
AFFX-BioB-5_at	76.4424	86.0648	80.6466	93.8439	73.1219	97.6946	82.4622	77.2199	120.204	98.9692	88.2618
AFFX-BioB-M_at	94.7098	73.4476	88.6791	111.553	92.1317	96.425	131.282	114.903	156.729	117.205	119.647
AFFX-BioB-3_at	27.8835	44.5481	33.8824	60.025	39.2463	37.6365	42.7933	50.0889	78.2358	47.8521	36.9666
AFFX-BioC-5_at	174.339	151.824	167.429	200.478	170.728	196.796	192.089	206.339	236.037	202.817	185.801
AFFX-BioC-3_at	87.0285	94.0345	120.283	114.58	100.192	88.3586	122.353	130.968	157.438	110.388	117.713
AFFX-BioDn-5_at	150.118	135.467	163.384	170.9	155.797	145.506	156.861	163.547	210.043	183.835	172.966
AFFX-BioDn-3_at	1048.15	1107.15	1191.66	1259.05	1167.02	1141.59	1147.35	1178.65	1638.05	1052.43	1130.67
AFFX-CreX-5_at	2013.27	1695.98	1883	2133.34	1776.23	1623.41	1959.02	1981.27	2614.12	2071.13	1929.8
AFFX-CreX-3_at	2576.23	2839.48	2981.46	2871.69	2629.59	2309.79	2527.59	2559.14	3753.72	2444.14	2632.43
AFFX-DapX-5_at	11.3289	13.0519	11.2971	11.3176	16.4377	12.3847	11.1433	7.87756	7.52574	10.4278	10.6122
AFFX-DapX-M_at	10.8611	17.4665	15.3032	14.4597	15.1507	18.852	13.7036	15.352	11.0816	10.3156	19.0189
AFFX-DapX-3_at	6.34135	2.54595	2.7323	1.87611	1.76146	21.4503	17.0415	1.69529	2.1858	1.5514	2.83113
AFFX-LysX-5_at	0.780791	0.951912	2.76304	2.63258	0.579594	2.65674	5.39016	0.532916	2.42453	0.511642	1.15445
AFFX-LysX-M_at	20.6776	13.2013	24.3848	17.1596	26.2085	12.0218	8.60789	2.60286	15.5757	14.6733	20.2403
AFFX-LysX-3_at	9.53088	2.20359	7.24831	10.1102	8.90462	1.33018	14.053	1.52691	10.4451	4.02946	11.0832
AFFX-PheX-5_at	2.92536	2.75264	8.433	2.3573	2.62302	2.41524	2.603	1.85642	4.61089	1.59296	2.80698
AFFX-PheX-M_at	2.19409	1.6514	1.57366	2.01879	1.28541	1.45969	1.46199	1.19246	2.02768	0.620525	2.06
AFFX-PheX-3_at	5.99568	18.1854	6.36567	6.41387	13.367	5.16685	5.95105	3.51165	6.38402	3.90518	5.61634
AFFX-ThrX-5_at	9.19237	2.96706	6.84568	4.08614	4.01362	4.13348	5.56284	9.11093	2.37965	4.81604	2.69839
AFFX-ThrX-M_at	17.6838	15.5745	6.87745	13.0342	15.051	12.1795	14.9774	11.4266	6.84357	5.37815	12.507
AFFX-ThrX-3_at	2.17752	3.65526	2.97768	3.58711	2.68058	2.89075	2.71689	3.27677	2.63172	1.74411	2.9525
AFFX-TrpnX-5_at	4.68656	8.03507	3.78243	8.52562	2.87591	13.7989	3.65717	6.36038	2.74329	3.51294	1.88312
AFFX-TrpnX-M_at	1.45196	0.872917	0.544178	0.897389	1.10752	0.694065	1.29852	1.3004	1.07857	1.23939	1.45648
AFFX-TrpnX-3_at	0.612824	0.609843	0.736973	2.53559	1.79536	4.01152	0.833472	0.230364	5.65566	0.837527	1.09301
AFFX-r2-Ec-bioB-5_at	55.7826	57.2989	69.8717	74.1531	43.4674	54.9084	80.0019	69.3139	83.5837	94.1115	84.4661
AFFX-r2-Ec-bioB-M_at	76.4078	88.6077	96.8714	111.017	92.1058	100.585	136.776	149.873	151.025	151.5	122.204
AFFX-r2-Ec-bioB-3_at	74.8153	63.8456	87.0684	95.3124	64.1342	89.651	124.818	112.225	144.157	125.627	101.917
AFFX-r2-Ec-bioC-5_at	175.726	184.915	202.586	203.809	174.959	168.689	248.027	245.447	287.902	275.521	217.135
AFFX-r2-Ec-bioC-3_at	230.983	222.575	256.778	280.021	227.87	224.935	338.887	306.729	344.423	306.531	316.258
AFFX-r2-Ec-bioD-5_at	788.94	729.615	861.038	892.437	741.082	671.113	943.067	873.45	1073.15	973.971	902.317
AFFX-r2-Ec-bioD-3_at	981.256	951.518	1125.6	1250.35	999.984	1070.33	1277.61	981.3	1397.16	1152.54	1155.49
AFFX-r2-P1-cre-5_at	3707.41	3586.53	3648.4	3816.3	3436.32	3773.45	4543.62	4219.52	5116.41	4250.46	3786.54
AFFX-r2-P1-cre-3_at	5171.45	4654.93	4821.93	5222.52	5001.66	5582.06	5425.3	5480.4	7136.73	6066.96	5268.4
AFFX-r2-Bs-dap-5_at	12.1407	28.2782	8.34308	2.73828	13.1488	1.42094	2.99363	2.6784	1.85427	12.9254	2.27633
AFFX-r2-Bs-dap-M_at	8.13109	3.81191	7.11165	8.51897	7.69422	7.03909	11.8063	5.09512	1.19592	1.92052	6.20633
AFFX-r2-Bs-dap-3_at	0.475482	0.644864	0.415095	0.532287	0.304845	0.37877	0.711535	0.469501	0.464243	0.308443	0.484506
AFFX-r2-Bs-lys-5_at	7.78591	1.27727	9.85104	6.12348	4.54542	5.44325	15.0303	1.80562	3.04368	3.49257	8.94663
AFFX-r2-Bs-lys-M_at	9.6382	10.9828	9.82082	6.25099	1.85593	11.1719	7.10359	1.39265	1.63167	8.12982	9.68602
AFFX-r2-Bs-lys-3_at	15.2195	17.77	13.3825	13.8333	11.1154	11.0207	12.8259	6.80562	7.40722	10.0239	10.1823
AFFX-r2-Bs-phe-5_at	11.1193	8.08972	1.43463	9.68596	11.3736	20.3787	11.9066	5.47705	7.73479	4.67865	4.75373
AFFX-r2-Bs-phe-M_at	18.2093	1.80046	2.02734	16.1517	2.97609	6.68763	2.84957	2.43255	1.58329	1.05471	5.17523
AFFX-r2-Bs-phe-3_at	31.7397	5.46922	24.0261	21.7655	23.9238	21.2936	3.06258	3.48574	11.7655	2.91514	8.11751
AFFX-r2-Bs-thr-3_s_at	3.6592	5.51471	6.59432	3.29197	11.4642	5.65262	6.735	3.96293	3.98362	5.16002	3.21682
AFFX-r2-Bs-thr-M_s_at	54.6244	52.5053	31.9929	43.4096	50.4347	32.5831	35.2748	24.6674	38.1087	30.1737	26.1289
AFFX-r2-Bs-thr-5_s_at	15.9394	25.2335	15.7839	12.7667	21.4206	31.0417	30.9989	17.0064	17.9377	11.7275	20.3997
AFFX_Rat_GAPDH_5_at	2532.56	2539.81	2546.15	2481.83	2544.37	2649.66	2186.19	2560.04	2980.17	2540.71	2568.59
AFFX_Rat_GAPDH_M_at	2093.91	2158.2	2126.33	2066.74	2201.78	2551.3	2256.52	2675.98	2788.33	2550.56	2323.25
AFFX_Rat_GAPDH_3_at	2645.03	2590.73	2637.11	2549.5	2426.62	2936.42	2774.26	3175.89	3254.65	2949.84	3036.81
AFFX_Rat_Hexokinase_5_at	82.424	100.891	100.022	80.8513	87.2351	66.3249	52.8759	63.1203	58.2609	70.038	85.66
AFFX_Rat_Hexokinase_M_at	172.398	211.928	226.075	163.298	186.434	183.123	126.387	211.545	255.15	204.111	230.774
AFFX_Rat_Hexokinase_3_at	183.463	203.592	184.822	189.764	210.976	129.624	140.191	182.467	136.692	167.626	173.762
AFFX_Rat_beta-actin_5_at	1689.56	2050.12	1764.02	1874.98	1795.92	1946.4	1290.91	1420.27	1807.77	1759.13	1480.71
AFFX_Rat_beta-actin_M_at	2898.49	3232.26	2889.98	2858.63	2870.33	3545.48	2694.45	3493.78	4046.07	3539.05	3095.39
AFFX_Rat_beta-actin_3_at	2841.07	2874.22	2773.97	2944.7	2956.31	3251.79	2305.35	2811.98	3083.31	2967.75	2846.8
AFFX_rat_5S_rRNA_at	79.9835	61.934	76.555	58.9207	12.3814	65.9341	56.4898	67.6537	64.2844	48.36	50.351
AFFX_ratb1/X12957_at	43.94	34.8328	56.9656	50.786	43.7465	55.4076	43.8188	42.7409	38.1379	34.1047	43.653
AFFX_ratb2/X14115_at	45.9222	47.3431	40.7048	48.5434	26.4198	36.4838	34.2375	25.2215	53.4682	22.2897	35.8318
1398749_at	829.751	785.941	835.178	886.834	839.993	775.514	1167.88	1150.97	1006.26	1187.44	936.205
1398750_at	630.291	673.95	736.624	717.888	650.535	716.849	729.933	823.876	778.777	843.771	829.375
1398751_at	879.105	923.382	1201.86	1210.82	1034.06	924.18	1339.78	1373.93	1003.99	1299.42	1080.16
1398752_at	660.16	664.169	676.529	672.606	634.287	616.486	736.049	780.424	642.812	811.382	706.194
1398753_at	1438.06	1263.9	1266.14	1267.35	1222.15	1295.85	1175.95	1409.68	1491.05	1233.51	1277.23
1398754_at	912.812	761.06	692.271	760.328	780.12	608.016	933.237	1062.2	913.517	961.074	1045.87
1398755_at	2251.69	2420.73	2260.27	2385.75	2307.96	2607.19	2339.05	2369.03	3023.42	2504.75	2241.49
1399158_a_at	519.627	490.079	409.242	390.538	490.637	463.24	233.436	246.796	523.958	410.127	385.597
1398756_at	3.20965	3.5224	4.02147	17.4922	23.0614	6.20827	27.5792	24.7154	2.92278	2.48788	22.6935
1398757_at	533.56	466.932	448.173	535.325	532.251	498.426	639.898	630.432	495.931	659.364	580.312
1398758_at	463.776	416.626	370.25	366.32	396.346	345.245	417.19	355.822	356.585	407.731	475.558
1398759_at	1896.33	1909.64	1773.02	1857.51	2037.43	2370.09	2544.26	2542.33	2236.69	2409.84	2079.7
1398760_at	718.735	681.201	748.99	788.96	696.948	767.329	838.2	865.889	906.342	741.168	869.717
1367452_at	917.561	916.38	981.268	1001.66	945.949	984.925	913.105	1010.31	935.828	1023.75	954.219
1398761_at	1322.01	1255.62	1220.48	1358.27	1295.96	1508.1	1609.71	2119.92	1579.23	1629.15	1482.97
1398762_at	1354.26	1479.66	1626.43	1471.5	1536.49	1632.06	1551.77	1576.09	1527.7	1621.81	1633.72
1398763_at	620.546	620.658	616.945	626.502	619.098	659.794	671.542	687.359	666.367	738.701	723.953
1398764_at	700.217	550.13	680.724	748.398	749.992	577.351	702.82	688.694	683.162	678.309	760.533
1398765_at	1676.36	1572.32	1618.31	1618.57	1577.34	1859.93	1918.61	2164.66	1910.2	2024.67	1844.66
1398766_at	891.786	865.975	852.77	943.269	904.922	972.571	885.161	981.504	893.905	953.594	899.532
1398767_at	1109.47	996.264	1154.67	1161.06	957.133	895.09	1144.39	996.967	1157.67	1123.97	1054.78
1398768_at	549.383	528.856	530.605	500.466	454.558	548.756	603.499	547.636	498.26	620.363	607.044
1398769_at	123.844	150.153	137.488	114.336	92.4812	94.8464	91.2161	107.401	140.091	90.401	94.6597
1398770_at	232.848	166.179	166.181	214.645	163.843	196.39	291.189	358.024	195.124	306.047	310.828
1398771_at	627.267	662.647	602.484	603.583	635.247	464.148	645.54	622.047	553.188	500.633	504.733
1398772_at	188.481	206.919	206.243	202.875	306.607	243.827	284.074	235.962	231.296	239.463	245.352
1367453_at	541.781	533.027	580.247	512.366	552.713	552.119	519.08	585.826	531.735	496.794	516.759
1398773_at	403.835	371.915	426.406	371.393	424.304	345.081	419.225	441.515	383.065	442.073	439.193
1398774_at	1244.83	1228.72	1242.06	1351.02	1335	1391.46	1468.9	1523.45	1613.45	1550.87	1317.4
1398775_at	1337.88	1382.74	1337.49	1466.58	1421.2	1402.24	1462.49	1773.87	1545.79	1681.05	1632.73
1398776_at	325.53	369.059	351.312	385.303	296.17	362.954	445.972	421.251	427.213	421.887	393.958
1398777_at	430.964	359.989	388.895	331.555	377.188	417.143	456.165	429.415	433.475	428.68	411.841
1398778_at	401.441	373.628	448.279	480.111	494.105	341.314	285.736	284.02	445.722	566.107	516.434
1398779_at	624.342	583.495	572.525	636.133	655.316	631.482	823.556	896.012	688.532	844.024	779.436
1398780_at	785.162	788.009	799.864	859.062	772.716	905.646	849.429	937.23	984.677	936.738	812.175
1398781_at	804.515	678.479	732.105	786.394	781.285	802.911	839.204	892.822	866.619	852.194	803.464
1398782_at	764.375	700.353	673.818	703.493	957.34	746.54	985.678	946.469	919.6	983.154	888.246
1398783_at	377.772	379.484	383.648	405.359	346.145	390.471	420.918	423.543	423.438	412.997	384.642
1398784_at	474.697	489.724	392.18	364.142	302.943	454.105	384.124	501.615	480.04	429.818	417.731
1398785_at	299.127	295.735	243.09	266.806	256.558	275.461	280.538	240.299	298.697	224.249	228.584
1367454_at	179.79	261.383	201.106	210.9	192.206	240.843	211.348	236.049	215.205	233.848	185.483
1398786_at	545.856	524.434	493.628	520.65	474.243	476.412	368.497	391.923	537.636	447.908	479.605
1398787_at	992.95	1229.26	1192.09	1159	1314.69	1177.34	1057.21	1158.63	1145.27	1121.4	1102.63
1367455_at	589.011	663.145	552.854	566.696	537.151	527.785	676.277	715.267	661.562	761.224	632.444
1398788_at	644.397	524.937	517.834	580.629	573.119	544.858	560.381	585.879	559.728	588.442	587.905
1398789_at	1122.71	1002.13	1004.45	1147.61	1062.76	951.818	1342.41	1361.33	1277.98	1412.32	1391.53
1398790_at	801.094	745.487	832.675	828.739	761.545	795.648	826.777	1027.55	768.747	934.438	897.994
1398791_at	369.031	353.311	359.031	335.183	355.229	362.358	306.65	324.142	344.716	294.477	321.058
1398792_at	314.949	334.411	335.519	334.566	322.79	389.421	442.503	475.711	384.564	475.379	448.4
1398793_at	199.593	204.2	201.875	200.965	192.437	285.708	259.308	282.811	323.551	229.132	218.678
1398794_at	519.748	463.693	424.775	469.761	488.243	474.098	474.394	485.16	418.144	500.353	543.236
1398795_at	160.708	138.445	154.984	178.695	139.801	126.355	141.663	160.523	133.604	170.492	127.843
1398796_at	221.225	168.921	167.128	204.324	160.514	140.36	173.864	132.165	190.869	215.321	189.479
1398797_at	930.561	920.585	930.897	978.564	954.254	866.234	966.576	952.301	814.173	1030	996.123
1398798_at	411.091	410.387	377.329	415.094	394.468	405.148	445.546	480.095	428.784	474.372	450.343
1398799_at	469.661	522.147	473.491	532.542	469.998	492.396	602.383	619.747	497.935	637.337	592.115
1398800_at	1895.39	1868.65	1878	1887.06	1605.27	1946.93	1988.73	1901.59	2011.8	2134.33	2342.12
1398801_at	357.563	328.712	374.165	396.522	374.617	422.292	323.087	340.057	398.781	356.627	294.475
1367456_at	516.372	581.392	544.96	530.652	532.903	523.065	594.759	654.177	603.41	713.079	649.655
1398802_at	525.134	528.244	563.49	562.409	603.492	558.496	579.09	615.116	536.771	633.751	623.654
1398803_at	663.286	728.542	810.316	754.179	728.582	885.123	716.331	719.899	848.055	835.966	746.055
1398804_at	78.4245	65.0527	83.436	65.416	85.3028	51.3659	90.788	103.655	77.006	86.9647	82.0823
1398805_at	340.096	367.624	365.249	371.02	348.782	301.861	439.706	403.794	314.292	433.19	382.518
1398806_at	558.951	555.084	563.846	551.201	581.978	598.785	472.297	607.073	570.195	586.943	597.786
1398807_at	338.564	336.643	336.415	372.817	326.107	330.606	333.768	384.271	376.866	370.751	358.319
1367457_at	680.276	712.275	786.603	744.336	760.735	825.26	570.315	494.798	712.585	556.521	647.367
1398808_at	217.808	205.459	194.939	191.567	204.848	200.142	236.292	228.229	182.787	266.515	218.146
1398809_at	5.89995	4.58769	7.80922	7.39101	6.95772	9.13351	5.1343	3.53425	8.49354	3.96199	3.04839
1398810_at	509.874	494.608	524.084	556.119	526.551	488.801	580.238	613.471	605.791	663.733	582.576
1398811_at	32.4796	119.14	103.215	71.1574	107.68	117.623	166.663	171.881	200.703	161.307	139.671
1398812_at	559.211	544.906	597.713	557.208	540.848	590.065	648.128	723.122	675.585	731.192	683.852
1398813_at	354.317	346.721	328.542	374.98	344.453	276.592	259.841	215.091	275.349	254.876	368.72
1398814_at	319.793	303.887	310.281	300.855	289.474	278.067	328.906	361.315	300.003	361.218	355.365
1398815_at	148.472	143.403	173.444	149.034	169.161	129.048	142.45	132.565	143.875	140.12	140.294
1398816_at	3.71115	5.64538	2.58153	2.87539	2.82665	2.65972	4.66286	1.62445	1.10389	1.14203	11.721
1367458_at	305.601	324.609	299.449	301.19	280.916	272.646	263.952	257.601	300.683	237.62	273.445
1398817_at	559.384	648.019	667.049	626.125	606.875	640.606	610.165	749.778	682.617	691.72	661.009
1367459_at	1825.76	1846.78	2076.55	1949.62	1786.06	1969.27	2027.49	2535.6	2184.09	2197.32	2082.03
1398818_at	74.9961	68.7208	65.8102	63.815	70.9563	83.6609	61.948	58.965	61.9351	60.5162	69.8205
1398819_at	548.781	636.053	599.783	667.177	622.116	719.57	747.647	781.129	689.969	801.989	673.078
1398820_at	130.252	149.476	148.36	135.589	127.174	138.951	127.975	111.952	108.91	77.5197	125.489
1398821_s_at	60.825	32.7617	24.785	20.6505	33.1298	37.2697	23.0818	4.4041	28.5495	2.63718	16.4608
1398822_at	378.841	451.501	401.038	448.903	416.734	526.066	456.764	473.041	517.381	565.649	533.09
1367460_at	630.949	624.093	641.266	641.85	634.35	678.208	727.373	888.628	716.964	820.798	722.362
1398823_at	411.663	523.6	522.503	476.685	477.391	581.618	583.524	618.646	594.947	634.124	503.843
1398824_at	281.836	282.051	270.438	250.951	255.55	200.187	271.565	249.404	212.519	369.244	320.434
1398825_at	430.226	495.892	498.33	406.628	445.491	402.604	293.89	411.676	451.79	390.426	475.523
1398826_s_at	115.956	107.602	94.1666	94.077	80.9757	72.1117	65.5325	78.2137	119.16	88.3642	78.7466
1399159_a_at	260.678	281.171	261.01	268.785	273.31	267.851	241.922	199.875	295.554	237.771	261.215
1398827_at	1892.2	1975.27	1965.77	2066.61	1851.95	1904.8	1715.44	1844.2	2366.35	2101.29	1668.54
1398828_at	1475.11	1255.21	1393.91	1424.06	1570.74	1731.28	1710.51	1800.81	1616.11	1809.87	1687.05
1398829_at	2372.3	2388.51	2292.01	2200.89	2295.17	2637.76	2319.38	2412.41	2509.57	2416.67	2359.77
1398830_at	947.212	908.603	895.4	891.222	907.88	979.033	1107.79	1427.41	1136.23	1205.72	1094.4
1398831_at	705.148	679.651	728.222	742.072	663.717	711.54	989.331	969.484	791.983	899.883	835.918
1398832_at	337.069	340.925	380.237	375.825	362.121	371.951	521.017	444.45	386.008	504.397	457.149
1398833_at	202.743	184.235	216.661	217.81	212.59	197.546	213.476	226.433	218.066	246.002	225.848
1367461_at	293.759	303.911	299.661	287.565	276.631	302.789	283.685	267.906	257.393	265.87	273.29
1398834_at	226.859	207.409	205.646	218.469	177.237	266.31	278.132	356.822	276.668	254.565	261.931
1398835_at	3702.21	3907.36	3608.75	3814.09	3504.41	4129.03	3830.3	4201.89	4727.87	4146.67	4097.97
1398836_s_at	2784.02	2987.06	2952.5	2882.29	2659.39	3630.98	4304.55	4686.19	4117.87	4373.01	4008.01
1398837_at	578.684	480.769	458.824	479.97	427.135	509.58	580.678	777.555	574.877	599.793	611.664
1398838_at	204.163	221.269	231.652	236.697	211.869	224.487	310.88	275.021	292.201	283.527	284.247
1398839_at	753.37	803.921	751.081	826.911	838.024	837.262	885.649	1055.69	873.358	896.08	832.25
1398840_at	73.5916	71.9822	107.633	72.1551	91.5421	71.9744	59.8027	64.5315	90.2233	47.3214	48.4595
1398841_at	968.245	889.952	1018.99	1033.34	986.39	949.66	1081.7	1065.14	871.699	1096.04	1220.36
1398842_at	942.183	921.121	873.788	890.443	844.883	981.82	1004.55	1056.85	1014.51	1161.41	1024.73
1398843_at	1268.28	1192.19	1207.4	1229.79	1229.66	1232.15	1360.53	1326.37	1259.28	1426.12	1317.02
1398844_at	274.409	248.079	266.563	272.177	274.325	306.049	290.678	283.356	339.425	280.337	272.2
1398845_at	651.496	689.292	652.476	679.372	673.202	659.239	829.358	967.341	762.608	900.851	863.524
1398846_at	370.735	394.704	402.063	326.873	386.962	435.467	431.927	550.456	359.898	423.196	449.47
1398847_at	110.47	108.041	171.861	156.354	113.659	120.311	66.9967	103.057	131.102	94.9634	129.081
1398848_at	221.775	222.055	229.72	224.934	201.123	227.227	202.515	232.88	218.034	228.573	238.162
1398849_at	507.269	467.946	574.37	594.516	543.207	581.547	707.916	699.045	682.404	696.385	563.017
1398850_at	2890.51	2919.83	2888.45	2941.89	2836.11	3236.05	2961.71	3312.79	3392.29	3175.46	3021.61
1398851_at	1541.48	1689.62	1748.38	1663.35	1787.29	1788.6	2601.86	2573.44	2073.89	2628.29	2184.92
1398852_at	1482.63	1283.64	1303.64	1418.92	1380.68	1309.85	1650.84	1842.58	1410.18	1672.83	1643.46
1398853_at	429.336	436.037	472.057	468.783	400.252	480.111	568.075	446.867	442.369	532.122	499.894
1398854_at	500.25	430.917	444.014	495.507	515.215	409.615	651.844	587.005	441.374	587.316	602.789
1398855_at	1210.57	1267.77	1158.78	1303.73	1182.97	1134.03	883.556	1111.79	1558.17	1347.17	1115.51
1398856_at	337.18	331.354	313.27	358.079	343.693	326.196	427.307	415.214	382.794	492.514	436.672
1398857_at	169.509	156.524	190.72	194.025	183.566	199.487	209.254	216.252	218.855	165.552	182.662
1398858_at	471.79	418.108	420.613	441.621	402.679	441.912	469.205	487.323	478.668	508.582	440.462
1398859_at	225.646	233.701	228.43	209.187	226.076	238.845	227.302	224.839	206.87	220.693	227.185
1398860_at	1102.95	1240.88	1156.92	1109.5	1066.31	1323.64	1175.91	1393.87	1267.96	1311.81	1298.25
1398861_at	262.116	196.513	286.453	278.58	208.168	246.873	339.202	292.065	331.476	335.922	337.411
1398862_at	118.029	139.468	115.276	133.068	138.956	164.577	126.062	116.513	115.276	94.455	108.541
1398863_at	787.39	759.034	688.108	672.111	681.418	734.349	665.354	762.921	662.507	765.111	776.146
1398864_at	256.386	289.963	280.702	262.805	283.961	303.787	346.061	390.536	297.592	334.449	299.587
1399160_a_at	332.142	330.774	321.237	308.612	328.753	285.301	268.15	302.207	288.387	374.987	385.735
1399161_a_at	91.1053	62.9117	103.122	104.992	103.598	91.2664	70.7347	66.993	100.233	71.1311	78.1225
1398865_at	209.109	204.669	191.479	211.609	175.683	214.274	276.713	209.177	202.197	193.156	194.568
1398866_at	89.1531	91.6701	89.1105	93.1944	89.7015	80.9713	96.512	107.022	68.3843	102.405	79.3315
1398867_at	366.067	385.109	382.552	381.774	349.246	399.223	367.376	382.106	443.428	376.925	360.305
1367462_at	474.746	548.57	515.85	439.956	533.697	472.033	592.25	609.416	622.471	635.043	564.99
1398868_at	361.866	332.044	323.042	312.639	281.92	366.781	337.746	413.568	384.06	371.743	412.139
1398869_at	471.995	453.527	459.014	471.4	471.688	538.614	458.158	534.399	491.311	484.155	473.312
1398870_at	639.708	561.953	564.793	607.976	581.054	453.876	683.395	814.315	624.932	806.359	729.631
1398871_at	960.184	961.411	963.049	949.889	943.627	1099.74	1245.23	1251.55	1400.92	1234.05	1138.9
1398872_at	676.745	644.138	650.214	690.372	615.87	702.849	652.744	642.624	763.719	663.369	588.664
1398873_at	819.133	795.478	784.612	915.796	833.209	922.589	1108.34	1121.57	989.003	1107.72	1010.47
1367463_at	366.302	379.906	353.345	379.917	337.436	382.449	329.484	354.486	396.34	335.727	343.423
1398874_at	485.878	497.269	481.566	508.508	476.62	538.451	632.622	632.128	590.081	599.963	549.505
1398875_at	302.462	327.063	373.194	289.308	307.215	400.162	348.14	338.609	262.78	327.384	349.194
1398876_at	290.116	253.36	284.902	327.506	282.956	300.549	310.569	320.52	405.611	278.885	370.95
1398877_at	398.468	462.12	364.448	446.951	422.051	472.129	377.422	462.895	424.872	470.883	407.479
1367464_at	262.752	234.179	264.361	275.152	290.757	269.38	280.594	366.379	288.844	292.798	294.565
1398878_at	88.1094	79.6635	77.0973	73.1156	60.4424	71.7743	16.4271	78.1609	92.7782	79.3875	69.5896
1398879_at	644.245	695.212	634.41	605.38	549.484	537.753	626.512	669.885	597.391	733.945	626.162
1398880_at	1234.91	1168.38	1204.05	1181.52	1190.1	1286.74	1322.45	1499.71	1247.94	1493.3	1417.22
1399162_a_at	124.531	159.895	111.037	133.809	110.845	127.82	116.674	107.004	150.795	119.471	181.618
1398881_at	7.42671	9.88385	20.5453	5.24566	14.5321	24.0472	25.8798	10.8581	18.3472	26.4355	13.1761
1367465_at	643.325	598.116	580.05	579.216	517.432	567.673	499.417	619.034	533.621	626.654	618.159
1398882_at	524.284	465.386	472.047	551.057	529.44	516.565	682.605	673.73	618.255	673.481	649.537
1367466_at	494.342	541.166	483.298	455.384	477.248	637.149	423.656	431.663	564.577	560.968	461.064
1398883_at	668.848	587.9	609.084	634.499	642.086	529.354	651.047	527.504	592.63	644.363	670.365
1367467_at	583.151	530.152	543.274	563.337	540.079	568.041	594.022	641.364	571.402	560.378	548.057
1367468_at	144.047	124.785	120.653	106.688	99.9991	120.601	129.744	139.407	136.351	143.315	131.468
1398884_at	228.905	169.219	182.391	229.719	214.679	205.846	298.03	356.064	269.603	350.631	272.27
1398885_at	1383.28	1494.58	1444.09	1487.81	1400.17	1532.34	1595.88	1681.11	1818.55	1674.24	1488.07
1398886_at	214.837	205.623	192.272	198.655	223.339	229.364	194.918	270.555	236.697	247.175	237.702
1398887_at	384.49	354.656	341.281	368.431	368.296	345.783	444.604	453.375	354.731	440.229	406.407
1367469_at	903.027	907.412	861.915	902.877	922.141	891.337	831.862	615.341	888.783	810.137	850.113
1398888_at	731.542	674.893	607.387	686.914	831.816	512.466	668.295	642.971	504.84	616.482	624.05
1367470_at	543.674	712.499	484.84	535.506	597.802	816.973	530.083	647.334	661.691	573.918	565.043
1367471_at	275.103	238.151	226.325	182.319	223.01	230.305	169.346	193.421	181.063	232.378	204.785
1398889_at	806.47	732.452	724.787	737.59	750.623	712.082	791.253	788.835	770.352	913.08	759.426
1398890_at	180.009	127.156	159.824	136.012	135.15	185.806	158.233	184.98	203.59	136.315	135.999
1398891_at	338.203	355.94	385.776	382.111	358.908	386.37	274.775	332.099	341.051	342.803	321.58
1398892_at	462.917	405.687	437.592	474.732	444.613	444.865	468.703	511.545	469.772	440.327	428.666
1398893_at	1530.41	1433.7	1425.94	1563.21	1644.29	1639.27	1754.51	1743.41	1599.85	1689.74	1674.19
1398894_at	525.161	468.521	457.106	514.352	486.777	533.433	644.705	614.053	480.254	599.808	607.913
1367472_at	1042.66	975.696	982.282	922.886	933.517	1001.2	929.819	1021.44	949.561	984.117	876.075
1367473_at	399.066	396.392	385.73	432.071	467.48	280.434	330.623	347.951	300.254	372.228	318.509
1398895_at	380.004	393.189	523.125	471.588	462.724	417.425	407.277	418.027	383.867	435.284	412.983
1398896_at	401.017	309.564	302.994	306.017	304.002	309.39	296.308	338.932	315.486	300.524	332.306
1398897_at	407.323	388.234	393.2	342.86	371.328	339.906	425.316	512.014	444.816	409.051	487.995
1398898_at	212.823	191.148	192.108	168.193	175.141	170.752	147.951	174.674	196.084	144.641	134.504
1398899_at	122.783	97.2662	106.817	122.263	105.963	103.763	127.221	149.106	157.38	149.268	152.736
1367474_at	235.016	195.597	205.931	195.482	194.865	186.963	198.218	245.234	208.483	275.185	234.171
1398900_at	466.542	460.795	444.143	493.887	493.833	491.611	620.948	638.094	538.46	625.417	560.831
1398901_at	129.779	124.181	156.269	151.383	139.133	150.403	125.033	111.726	129.214	108.405	127.034
1398902_at	206.593	228.11	248.872	257.281	234.113	229.311	317.076	254.877	244.154	263.531	213.251
1398903_at	223.469	215.97	268.579	281.261	313.583	254.044	444.922	472.674	217.734	439.537	353.008
1398904_at	433.287	329.007	395.425	381.459	399.33	428.346	479.624	585.366	406.725	510.133	471.046
1398905_at	189.662	186.346	198.938	169.082	193.35	208.744	277.256	310.365	201.082	193.05	180.876
1367475_at	600.595	614.544	678.081	673.116	670.41	652.766	672.17	665.395	641.683	680.169	721.069
1398906_at	158.665	160.732	164.149	151.949	153.49	134.301	139.098	160.024	159.487	161.6	127.974
1398907_at	171.647	171.643	198.501	189.943	190.729	134.458	122.95	140.442	160.3	143.417	111.791
1398908_at	60.8796	39.0106	54.5159	64.5863	40.6784	71.6353	74.0635	86.854	81.4186	71.2406	68.2585
